Fichero actualizado a fecha: 2014-10-19 02:29:29
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Centro Social (Ólvega)";;;;"C/ Dr. Salcedo, 36";"42110";"Olvega";"1179469175695";;"975 192 525";;;;;"41.77979288855903#-1.982259750366211#88";;"Soria";"1284266926489";1284307074523;20140219;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284307074523/DirectorioPadre";
"Casa de Cultura (Cigales)";"Ayuntamiento de Cigales";;;;;"Cigales";"1179469247111";;"983 580 000, 983 586 048";;"983586048";;;;;"Valladolid";"1284266926630";1284236122037;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236122037/DirectorioPadre";
"Casa de Cultura (Fresno El Viejo)";;;;"José Velázquez, 5.";;"Fresno El Viejo";"1179469254176";;"983 863 683";;;;;"41.19672#-5.1446157#88";"Se trata de una casona palacio barroca, del siglo XVII, con fachada de ladrillo, patio interior y cornisa corrida.<br />Alberga el museo Etnográfico de Antaño a Hogaño.";"Valladolid";"1284266926630";1284236122176;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236122176/DirectorioPadre";
"Casa de la Juventud";;;;"Plaza Mayor, 1";;"Laguna de Duero";"1179469259624";;"983 542 350";;;;;"41.58221#-4.721562#88";;"Valladolid";"1284266926630";1284236122940;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236122940/DirectorioPadre";
"Casa Revilla";"Ayuntamiento de Valladolid";;;"Torrecilla, 5";;"Valladolid";"1179469311668";;"983.42.62.46";;;"fmcva@fmcva.org";"http://www.info.valladolid.es";"41.656336874705#-4.723005294799805#88";"<p>La Casa Revilla es sede de la Fundaci&oacute;n Municipal de Cultura del Ayuntamiento de&nbsp;Valladolid. Cuenta con una sala de exposiciones.</p>
<p>Metros expositivos de la sala: 160 m2. <br />
Metros lineales de pared: 52 m. <br />
Altura: M&aacute;xima de 2,60 m. <br />
Almac&eacute;n: Un almac&eacute;n de 36 m2 - 93 m3. <br />
Acceso: Cuenta con un transportador para minusv&aacute;lidos.<br />
Calefacci&oacute;n: Sistema de calefacci&oacute;n por agua y elementos terminales y tipo radiador. <br />
Iluminaci&oacute;n: Carril electrificado con proyectores de luz incandescente Pan 30 de 150 W. Adem&aacute;s cuenta con luz natural.<br />
Condiciones ambientales HR 45 % (&plusmn; 5) y T 19&ordm; (&plusmn; 1). <br />
Sistema de montaje mediante varillas.</p>
<p><strong>Horario: </strong>de lunes a viernes de 8:00 a 15:00 y de 16:00 a 21:30 horas; s&aacute;bados de 10:00 a 14:30 horas.</p>";"Valladolid";"1284266926630";1284236123274;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236123274/DirectorioPadre";
"Centro Cultural Integrado ""Isabel la Católica""";;;;"C/ Juan de Alamos, 5-7 (Plaza Don Federico Velasco)";"47400";"Medina del Campo";"1179469263156";;"983 812 880";;;;;"41.311011461024485#-4.91564138186186#88";;"Valladolid";"1284266926630";1284305078881;20140213;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284305078881/DirectorioPadre";
"Centro Cívico I. José Luis Mosquera";"Ayuntamiento de Valladolid";;;"C/ Pío del Río Hortega, 13";"47014";"Valladolid";"1179469311668";;"983 354 735";;"983 356 795";"cchr@ava.es";"http://www.valladolid.es/";"41.650869521752085#-4.741196174774132#76";;"Valladolid";"1284266926630";1284318482741;20140428;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284318482741/DirectorioPadre";
"Casa de Cultura (Toro)";;;;"Calle de la Corredera, 18";"49800";"Toro";"1179469472195";;"980 690 108";;;;;"41.52348735004112#-5.392237901687622#100";;"Zamora";"1284266926849";1284241490604;20140124;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284241490604/DirectorioPadre";
"Sala de Exposiciones de Caja Ávila";"Caja Ávila";;;"Pza. Mayor";;"Burgohondo";"1179297201917";;;;;;;"40.413994#-4.7856746#88";;"Ávila";"1284267225572";1284236173731;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236173731/DirectorioPadre";
"Sala de Exposiciones del Monasterio de San Juan";"Ayuntamiento de Burgos";;;"Plaza de San Juan, s/n";"09004";"Burgos";"1179297447246";;"947 205 687";;;;;"42.34335996599378#-3.695247173309326#88";"<p>El Ayuntamiento desarrolla en el Monasterio de San Juan (ss. XV y XVI), del que&nbsp;se conserva el claustro, la sala capitular y las ruinas de la iglesia, una regular actividad cultural: exposiciones, conferencias, congresos, actividades musicales y recepciones.</p>
<p><strong>Horario: </strong></p>
<ul>
<li>Martes a s&aacute;bados: 11:00 a 14:00 horas y de 17:00 a 21:00 horas.</li>
<li>Domingos: de 11:00 a 14:00 horas.</li>
<li>Domingos tarde, lunes y festivos, cerrado</li>
</ul>";"Burgos";"1284267225717";1284244087259;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284244087259/DirectorioPadre";
"Galería Cubo Azul";"Privada";;;"C/San Lorenzo, 2, Bajo Izquierda";"24007";"León";"1179297860755";;"98 722 95 07";;;;"http://www.cuboazul.net/";"42.59976406067173#-5.565873384475708#88";;"León";"1284267225858";1284236170987;20130613;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236170987/DirectorioPadre";
"Sala de Exposiciones de la Delegación Territorial de la Junta de Castilla y León";"Junta de Castilla y León";;;"Avda. de Peregrinos s/n.";"24071";"León";"1179297860755";;"987 296 100";;;;;"42.609756#-5.5896406#88";;"León";"1284267225858";1284236222592;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236222592/DirectorioPadre";
"Sala de exposiciones del Ayuntamiento de Valencia de Don Juan";;;;"Plaza Mayor, 1";"24200";"Valencia de Don Juan";"1179297985577";;"987 75 00 01";;;"turismo@valenciadedonjuan.es";"http://www.valenciadedonjuan.es/";"42.29372291580561#-5.520415306091309#88";;"León";"1284267225858";1284373641204;20141010;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284373641204/DirectorioPadre";
"Palencia";;;;;;;;"Si";;;;;;;;"Salas de exposiciones y galerías de arte";"1284235939176";1284267226003;20130430;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284267226003/DirectorioPadre";
"Benito Esteban Galería de Arte";;;;"C/ Santa Clara, 5";"37001";"Salamanca";"1179298323669";;"923 269 678";;;;;"40.962204#-5.660341#88";"La actividad de la Galería, fundada en 2003, se centra en la creación joven y actual de calidad de Castilla y León.<br /><br />Horario: <br /><br />De martes a sábado, de 12:00 a 14:00 y de 18:00 a 21:00 hrs.<br />Domingos y festivos, de 12:00 a 14:00 hrs.";"Salamanca";"1284267226145";1284236168423;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236168423/DirectorioPadre";
"Sala de Exposiciones de Caja España Duero";"Privada";;;"C/ Sánchez Ocaña, 55";"37700";"Béjar";"1179298197469";;"923 211 439";;;"obrasocial@cajaduero.es";;"40.386433#-5.7666154#88";;"Salamanca";"1284267226145";1284236174164;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236174164/DirectorioPadre";
"Sala de Exposiciones la Salina";"Diputación Provincial de Salamanca";;;"C/ San Pablo, 24";"37002";"Salamanca";"1179298323669";;"923 293 100";;;;"http://www.lasalina.es/";"40.962746#-5.664213#88";"<p>Esta sala pertenece a la Diputaci&oacute;n Provincial de Salamanca y se encuentra en el Palacio de la Salina, tambi&eacute;n llamado de Fonseca. La mayor&iacute;a de las exposiciones se centran en ofrecer, a trav&eacute;s del arte, un mayor conocimiento de la provincia. <br />
<br />
Superficie: 236 m<sup>2</sup></p>";"Salamanca";"1284267226145";1284236220834;20130531;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236220834/DirectorioPadre";
"Galería de Arte Art Gallery 2000 S.L.";"Titularidad Privada";;;"C/ Acibelas, 13";"47004";"Valladolid";"1179469311668";;"983293806";;;;;"41.647076#-4.7196803#88";"Horario: 10:00 a 01:45 horas Lunes a sabado<br /> 18:00 a 20:00 horas Lunes a viernes";"Valladolid";"1284267226575";1284236171129;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236171129/DirectorioPadre";
"Sala de Exposiciones del Palacio de Pimentel";"Diputación Provincial de Valladolid";;;"Angustias, 44";"47003";"Valladolid";"1179469311668";;"983 427 100";;"983 427 238";"concha.gay@dip-valladolid.es";"http://www.salaexposicionespalaciopimentel.es/";"41.656208#-4.7245083#88";"<p>Horario:<br />
Laborables: de 12:00 a 14:00 hrs. y de 19:00 a 21:00 hrs.<br />
Domingos y festivos: de 12:00 a 14:00 hrs.<br />
<br />
La edificaci&oacute;n, actual sede de la Diputaci&oacute;n Provincial de Valladolid y conocida popularmente como Palacio de Pimentel, en referencia a uno de sus primeros propietarios, el marqu&eacute;s Bernardino Pimentel, pertenece al siglo XV. El elemento arquitect&oacute;nico m&aacute;s sobresaliente es la ventana en esquina con decoraci&oacute;n plateresca formada por grutescos. En este palacio naci&oacute; en 1527 Felipe II.<br />
<br />
Descripci&oacute;n y caracter&iacute;sticas:<br />
La sala de exposiciones tiene una superficie &uacute;til de 220 m2 con acceso a trav&eacute;s de un p&oacute;rtico renacentista ubicado en la fachada de la calle de las Angustias, con puertas de acceso batientes de 2,30 x 3,50 metros. Tambi&eacute;n dispone de entrada por el patio del Palacio a trav&eacute;s de una puerta de dos hojas de 1,80 x 3,00 metros.<br />
<br />
La longitud total disponible de los paramentos verticales para exponer pintura es de 73,50 m., contando con una altura de 3,80 m.<br />
<br />
Aun cuando la sala dispone de cinco grandes ventanales, cuatro a la calle Angustias y uno al patio de la propia sala, se encuentran cubiertos por unos paneles de madera blanca que, coincidiendo con las dimensiones de estos huecos, aumentan la superficie de utilizaci&oacute;n.<br />
La sala de exposiciones es de una gran diafanidad, ocupando la fachada principal a la calle de las Angustias, y desde el acceso tiene una gran profundidad en dos cruj&iacute;as que alcanzan en su pared de fondo los 12,40 m. El p&oacute;rtico que se forma en la divisi&oacute;n de estas dos cruj&iacute;as est&aacute; formado por tres vanos de luces de 3,30, 4,00 y 3,30 m.<br />
<br />
La disposici&oacute;n del espacio es tan flexible que puede aumentarse su superficie de exposici&oacute;n pict&oacute;rica mediante paneles con biombos a doble cara, disponiendo tambi&eacute;n la sala de peanas de distintas alturas y dimensiones.<br />
<br />
Existe tambi&eacute;n la posibilidad de utilizaci&oacute;n como espacio expositivo el patio central columnado del Palacio, desde el cual se puede acceder a la sala.<br />
<br />
Iluminaci&oacute;n:<br />
La iluminaci&oacute;n proviene de un carril electrificado separado del paramento un metro y distribuido en tres sectores, conforme determina la volumetr&iacute;a y forma de la sala, que permite la colocaci&oacute;n de l&aacute;mparas hal&oacute;genas u otro foco variable con r&oacute;tulos, disponi&eacute;ndose de un total de 70 focos.<br />
<br />
Sobrepasando la altura del rodapi&eacute;, existen numerosos enchufes para instalaciones especiales.<br />
<br />
Sistema de sujecci&oacute;n de los cuadros:<br />
El colgado de los cuadros se realiza mediante un elemento met&aacute;lico llant&oacute;n de 77 x 20 mm separado de la pared, que permite encajar varillas de acero grafitado de una secci&oacute;n de 4 x 4 mm, disponiendo de ganchos desplazables que posibilitan colocar el cuadro a la altura precisa, en funci&oacute;n del tama&ntilde;o o disposici&oacute;n especial que quiera darse a la obra.<br />
<br />
La sala de exposiciones cuenta adem&aacute;s con un monitor y v&iacute;deo, donde se reproducen v&iacute;deos de distintas exposiciones, aire acondicionado, megafon&iacute;a, as&iacute; como m&uacute;sica ambiental.<br />
<br />
Seguridad:<br />
El Palacio de Pimentel cuenta con vigilancia durante las 24 horas del d&iacute;a. Posee asimismo sistemas de detecci&oacute;n de incendios con sistemas de alarma.<br />
<br />
&nbsp;</p>";"Valladolid";"1284267226575";1284236176989;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236176989/DirectorioPadre";
"Salones de actos";;;;;;;;"Si";;;;;;;;;"1284293713584";1284235939494;20140120;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284235939494/DirectorioPadre";
"Salón de Actos Caja Segovia";"Gestionado por Caja Segovia";;;"Carmen, 2";"40001";"Segovia";"1179298563848";;"921 463 039";;"921 463 042";"lmfuentetaja@cajasegovia.es";;"40.94732143963666#-4.119207859039307#100";"<p>El sal&oacute;n de actos de Caja Segovia se utiliza principalmente para conferencias, entrega de premios y actos relacionados con la Obra Social de la entidad.</p>
<p>Dispone de equipamiento de &uacute;ltima tecnolog&iacute;a como videoconferencia, proyectores de opacos y transparencias, de DVD, VHS, DVPRO, mesa de mezclas, etc.</p>
<p>Aforo <br />
Aforo: 240<br />
Butacas: 240<br />
Otros: cuenta con 5 plazas para discapacitados</p>";"Segovia";"1284268283442";1284236225049;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236225049/DirectorioPadre";
"Ávila";;;;;;;;"Si";;;;;;;;"Salones de actos";"1284235939494";1284268281526;20140226;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284268281526/DirectorioPadre";
"Palencia";;;;;;;;"Si";;;;;;;;"Salones de actos";"1284235939494";1284268282538;20130508;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284268282538/DirectorioPadre";
"Salamanca";;;;;;;;"Si";;;;;;;;"Salones de actos";"1284235939494";1284268282836;20130508;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284268282836/DirectorioPadre";
"Aula Cultural de Caja España Duero Palacio de Garcigrande";;;;"Plaza de los Bandos, 15-17";"37002";"Salamanca";"1179298323669";;"923 211 439";;;"obrasocial@cajaduero.es";;"40.96743967099055#-5.664814710617065#82";"<p>Fue onstruido en el siglo XVI, siendo&nbsp;propiedad de los Vizcondes de Garcigrande desde el S.XVI hasta 1898.</p>
<p>En la actualidad es propiedad de Caja Espa&ntilde;a - Duero.</p>";"Salamanca";"1284268282836";1284253297992;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284253297992/DirectorioPadre";
"Teatro Reina Sofía";"MUNICIPAL";;;"Plaza de San Pedro, 8";"09250";"Belorado";"1179297442141";;"947580226";;"947581000";;;"42.420288#-3.1897428#88";;"Burgos";"1284266731825";1284236230324;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236230324/DirectorioPadre";
"Salón de Teatro Patronato Rodríguez de Celis (Melgar de Fernamental)";;;;"C/ Sabiniano Sierra, s/n";"09001";"Melgar de Fernamental";"1179297544045";;"947 372 121";;;;;"42.405119491213#-4.243544340133667#100";"<p>Pr&oacute;xima al templo parroquial y a la Casa de los &ldquo;Palazuelos-Emperador&rdquo;, este edificio ha pertenecido a la familia Ceballos hasta la Guerra Civil. Los or&iacute;genes de esta casa se remontan a mediados del siglo XVI, se&ntilde;alando algunos autores que su destino era el de hospital de peregrinos, mientras otros sostienen que era el de vivienda de se&ntilde;ores. En la actualidad su interior ha sido completamente reformado y acondicionado como sal&oacute;n-teatro.</p>
<p>&nbsp;</p>";"Burgos";"1284266731825";1284304797672;20140211;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304797672/DirectorioPadre";
"Salón del Teatro Municipal (Quintanar de la Sierra)";;;;"C/ Conde Jornada, 2";"09370";"Quintanar de la Sierra";"1179297602623";;"947 395 045";;;;;"41.983563614934475#-3.035101890563965#94";;"Burgos";"1284266731825";1284304961806;20140212;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304961806/DirectorioPadre";
"Teatro Auditorio ""Gran Casino"" (Salas de los Infantes)";;;;"C/ Jesús Aparicio, 6";"09600";"Salas de los Infantes";"1179297614054";;"947 380 021";;;;;"42.02295657787874#-3.286682367324829#100";;"Burgos";"1284266731825";1284304962495;20140212;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284304962495/DirectorioPadre";
"Teatro Albéitar (León)";;;;"Avda. de la Facultad, 25";"24071";"León";"1179297860755";;"987 291 634";;;"recsac@unileon.es";;"42.593025#-5.576039#88";;"León";"1284266732403";1284236227978;20140522;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284236227978/DirectorioPadre";
"Palencia";;;;;;;;"Si";;;;;;;;"Teatros";"1284235939714";1284266732543;20130426;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284266732543/DirectorioPadre";
"Teatro Municipal Sarabia";"Ayuntamiento";;;"Pza. del Marqués de Santillana, 6";"34120";"Carrión de los Condes";"1179298069830";;"979 880 932";;"979 880 461";;"http://carriondeloscondes.es/";"42.337597#-4.6033263#88";"<p>En 1920 Serapio Sarabia Trigueros decide levantar un teatro, siendo este inaugurado en 1927. En 1930 empezaron a realizarse las primeras proyecciones cinematogr&aacute;ficas, todav&iacute;a en cinema mudo. <br />
<br />
El teatro fue cerrado en 1983; posteriormente fue adquirido por el Ayuntamiento de Carri&oacute;n, con el fin de rehabilitarlo y realizar en el una programaci&oacute;n estable gestionada desde la Concejalia de Cultura. As&iacute;, el teatro fue nuevamente inaugurado en 1994 con la obra teatral &quot; carcajada salvaje &quot; protagonizada por Charo L&oacute;pez.<br />
<br />
Actualmente se dedica a teatro, conciertos, conferencias y exposiciones.<br />
<br />
Dispone de varios puestos de control; uno de cine en cabina al fondo del escenario, uno de iluminaci&oacute;n y audio en hombro izquierdo y otro de iluminaci&oacute;n y audio en palco de platea izquierdo.<br />
<br />
Incluido en la Red de Teatros de Castilla y Le&oacute;n.<br />
&nbsp;</p>
<ul>
<li>Aforo
<ul>
<li>Aforo: 430</li>
<li>Butacas: 180</li>
<li>Anfiteatro: 100</li>
<li>Palcos: 100</li>
<li>Otros: 50</li>
</ul>
</li>
<li>Camerinos
<ul>
<li>Colectivos: 2</li>
<li>Capacidad: 4</li>
</ul>
</li>
<li>Escenario
<ul>
<li>Ancho y fondo utilizado: 6,20 X 4,30</li>
<li>Tiene carretes y cuerdas: SI</li>
<li>N&uacute;mero de varas: 3</li>
<li>Longitud: 2</li>
</ul>
</li>
</ul>";"Palencia";"1284266732543";1284236230553;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236230553/DirectorioPadre";
