Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
"<p>&nbsp;</p>
<p>?</p>
<p>&nbsp;</p><img src='/web/jcyl/binarios/926/383/fsauc250.JPG' alt='Imagen fachada biblioteca'>";"Biblioteca Pública Municipal de Fuentesaúco (Zamora)";"Biblioteca Pública Municipal de Fuentesaúco";"1203343837305";"Fuentesaúco";;"<p><strong>&nbsp;Lunes a viernes:</strong></p>
<ul>
<li>&nbsp;18:00 a 20:00</li>
</ul>
<p>&nbsp;</p>";;"El acceso por parte de los usuarios será, con carácter general, libre y gratuito, sin perjuicio de los derechos que sean exigibles por la utilización de servicios de reprografía, préstamo interbibliotecario y otros que puedan hacerse por vía reglamentaria.
";"<ul>
<li>Informaci&oacute;n y referencia</li>
<li>Lectura en sala</li>
<li>Hemeroteca&nbsp;</li>
<li>Fondo local</li>
<li>Acceso a Internet</li>
<li>Pr&eacute;stamo de libros y documentos audiovisuales y electr&oacute;nicos</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
<li>Formaci&oacute;n de usuarios y visitas escolares&nbsp;</li>
<li>Secci&oacute;n infantil-juvenil</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos:</strong></p>
<ul>
<li>M&aacute;s de&nbsp;16.900 libros, tanto para el usuario adulto como infantil</li>
<li>4&nbsp;peri&oacute;dicos diarios y&nbsp;11 t&iacute;tulos de revistas</li>
<li>M&aacute;s de&nbsp;1.200 documentos&nbsp;electronicos y audiovisuales&nbsp;<br />
&nbsp;</li>
</ul>
<p><strong>Instalaciones:</strong></p>
<ul>
<li>La superficie &uacute;til de la la bibioteca es de&nbsp;150 metros cuadrados</li>
<li>64&nbsp;puestos de&nbsp;consulta<br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:</strong></p>
<ul>
<li>1 ordenador para gesti&oacute;n interna</li>
<li>2&nbsp;ordenador para uso p&uacute;blico</li>
<li>1&nbsp;impresoras de gesti&oacute;n interna</li>
<li>2 impresoras par uso p&uacute;blico</li>
<li>2&nbsp;esc&aacute;ner para uso p&uacute;blico</li>
</ul>
<p>&nbsp;</p>";1284225640802;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284225640802/DirectorioPadre";
"<p>&nbsp;</p>
<img src='/web/jcyl/binarios/712/378/mvino314.jpg' alt='Imagen fachada biblioteca'>
<p>&nbsp;</p>";"Biblioteca Pública Municipal de Morales del Vino (Zamora)";"Biblioteca Pública Municipal de Morales del Vino";"1203344056832";"Morales del Vino";;"<p><strong>Lunes a viernes:</strong></p>
<ul>
<li>18:30 a 20:30</li>
</ul>";;"El acceso por parte de los usuarios será, con carácter general, libre y gratuito, sin perjuicio de los derechos que sean exigibles por la utilización de servicios de reprografía, préstamo interbibliotecario y otros que puedan hacerse por vía reglamentaria.
";"<ul>
<li>Informaci&oacute;n y referencia</li>
<li>Lectura en sala</li>
<li>Hemeroteca&nbsp;</li>
<li>Acceso a Internet</li>
<li>Fondo local</li>
<li>Pr&eacute;stamo de libros y documentos audiovisuales y electr&oacute;nicos</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
<li>Formaci&oacute;n de usuarios y visitas escolares&nbsp;</li>
<li>Secci&oacute;n infantil-juvenil</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos:</strong></p>
<ul>
<li>M&aacute;s de&nbsp;11.100 libros, tanto para el usuario adulto como infantil</li>
<li>4&nbsp;peri&oacute;dicos diarios y&nbsp;11 t&iacute;tulos de revistas</li>
<li>M&aacute;s de&nbsp;6.000 documentos&nbsp;electronicos y audiovisuales&nbsp;<br />
&nbsp;</li>
</ul>
<p><strong>Instalaciones:</strong></p>
<ul>
<li>La superficie &uacute;til de la la bibioteca es de&nbsp;130 metros cuadrados</li>
<li>39&nbsp;puestos de&nbsp;consulta<br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:</strong></p>
<ul>
<li>2&nbsp;ordenador para gesti&oacute;n interna</li>
<li>2&nbsp;ordenador para uso p&uacute;blico</li>
<li>1&nbsp;impresoras de gesti&oacute;n interna</li>
<li>1&nbsp;impresoras para uso p&uacute;blico</li>
<li>1 esc&aacute;ner para uso p&uacute;blico</li>
</ul>
<p>&nbsp;</p>";1284225666880;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284225666880/DirectorioPadre";
;"Biblioteca Pública de Salamanca";"Ramona Domínguez Sanjurjo";"1192428101366";"Salamanca";;"<p>Horario general: de lunes a viernes de 9:30 a 21:00 horas y s&aacute;bados de 9:00 a 14:00 horas. <br />
Horario de verano (julio y agosto): de lunes a viernes de 9:00 a 14:00 horas y s&aacute;bados de 9:00 a 14:00. Tardes cerrado<br />
Horario de Navidad:&nbsp;de lunes a viernes de 9:00 a 14:00 horas y&nbsp;s&aacute;bados de 9:00 a 14:00. Tardes cerrado.</p>";;;"<ul>
<li>Servicio de pr&eacute;stamo de libros y otros documentos en diversos soportes, con opci&oacute;n de renovaci&oacute;n y reserva.</li>
<li>Servicios de informaci&oacute;n con medios impresos y electr&oacute;nicos.</li>
<li>Servicios de informaci&oacute;n a la comunidad.</li>
<li>Apoyo a programas de alfabetizaci&oacute;n informacional.</li>
<li>Servicios de asesoramiento a los lectores.</li>
<li>Programaci&oacute;n y realizaci&oacute;n de diversas actividades culturales(conciertos,&nbsp;cuentacuentos de adultos, exposiciones &hellip;) <br />
&nbsp;</li>
</ul>";"<ul>
<li>Libros, peri&oacute;dicos nacionales e internacionales, revistas, partituras, materiales audiovisuales (CDs, DVD's), recursos&nbsp;multimedia, recursos electr&oacute;nicos <br />
&nbsp;</li>
</ul>";1284225884579;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225884579/DirectorioPadre";
;"Biblioteca de la Universidad de Salamanca";"Biblioteca de la Universidad de Salamanca";"1201083976064";"Salamanca";;;;;"<ul>
<li>Acceso a recursos electr&oacute;nicos: bases de datos, revistas electr&oacute;nicas, libros electr&oacute;nicos.</li>
<li>Acceso a recursos electr&oacute;nicos: bases de datos, revistas electr&oacute;nicas, libros electr&oacute;nicos.</li>
<li>Pr&eacute;stamo de documentos.</li>
<li>B&uacute;squedas bibliogr&aacute;ficas, factor de impacto de una revista, fotos bibliogr&aacute;fico (Refworks ).</li>
</ul>";"<ul>
<li>Los relacionados con las materias sobre las que imparte docencia: Derecho, Medicina, etc.</li>
</ul>";1284226152036;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284226152036/DirectorioPadre";
;"Biblioteca ""San Eloy""de Caja Duero";"Biblioteca ""San Eloy"" de Caja Duero. Salamanca";"1196233360778";"Salamanca";;"<p>Junio-Septiembre: lunes a viernes de 8:30 a 14:00 h.<br />
Octubre-Mayo: lunes a viernes de 09:00 a 13:30 h. y 16:00 a 19:30 h.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo de libros, Sala de lectura y estudio, Sala de prensa.</li>
</ul>";"<ul>
<li>Especializada&nbsp; en temas de Arte.</li>
<li>Colecci&oacute;n de literatura rusa, en ruso.</li>
</ul>";1284226160277;20140312;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284226160277/DirectorioPadre";
;"Otras bibliotecas de León";;;;;;;;;;1284309978434;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284309978434/DirectorioPadre";
;"Bibliotecas municipales de Palencia";;;;;;;;;;1284309978810;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284309978810/DirectorioPadre";
;"Otras bibliotecas de Palencia";;;;;;;;;;1284309979315;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284309979315/DirectorioPadre";
;"Otras bibliotecas de Salamanca";;;;;;;;;;1284309982143;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284309982143/DirectorioPadre";
;"Otras bibliotecas de Soria";;;;;;;;;;1284309983303;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/Bibliotecas/es/Plantilla100Detalle/1276515978276/_/1284309983303/DirectorioPadre";
;"Bibliotecas municipales de Valladolid";;;;;;;;;;1284309984661;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/Bibliotecas/es/Plantilla100Detalle/1276515978276/_/1284309984661/DirectorioPadre";
;"Otras bibliotecas de Valladolid";;;;;;;;;;1284309985146;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/Bibliotecas/es/Plantilla100Detalle/1276515978276/_/1284309985146/DirectorioPadre";
;"Bibliotecas municipales del sistema urbano de León";;;;;;;;;;1284310018861;20140306;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284310018861/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1196233216774&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1196233216774;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de El Espinar";"Biblioteca Pública Municipal de El Espinar";"1191909670922";"Espinar (El)";;"<ul>
<li>Lunes a viernes : 16:30 a 20:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
</ul>
<p><strong>Equipamiento: </strong>40 puestos de consulta, 1 esc&aacute;ner y 2 impresoras.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 2 ordenadores de gesti&oacute;n interna y 4 de uso p&uacute;blico.</p>";1284220712579;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220712579/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284221841359&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284221841359;Tipo:Recurso)]</i></span>";"Biblioteca Municipal ""Segundo Durán"" de Arenas de San Pedro";"Biblioteca Pública Municipal de Arenas de San Pedro";"1192082462343";"Arenas de San Pedro";;"<p><strong>Lunes a Viernes<br />
</strong>Ma&ntilde;anas de 11.00 a 13.00 horas<br />
Tardes de 16.30 a 19.30 horas</p>
<p><strong>Verano<br />
</strong>Ma&ntilde;anas de 09.00 a 13.30 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Pr&eacute;stamo de Audiovisuales</li>
<li>Consulta en Sala</li>
<li>Hemeroteca</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Acceso a Internet</li>
<li>Fomento de la Lectura</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>300 m2</li>
<li>95 puestos de consulta</li>
<li>375 m. de estanterias</li>
<li>1 fotocopiadora</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>3&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>14&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
<li>3 impresora (una para uso p&uacute;blico)</li>
<li>1 esc&aacute;ner</li>
</ul>";1284221839181;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284221839181/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222088364&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222088364;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Las Navas del Marqués";"Biblioteca Pública Municipal de Las Navas del Marqués";"1193120404106";"Navas del Marqués (Las)";;"<p><strong>Lunes a Viernes<br />
</strong>Ma&ntilde;anas de 10.30 a 14.00 horas<br />
Tardes de 16.00 a 20.00 horas</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Lectura en Sala</li>
<li>Hemeroteca</li>
<li>Pr&eacute;stamo audiovisuales</li>
<li>Acceso a Internet</li>
<li>Animaci&oacute;n a la Lectura</li>
<li>Fondo Local</li>
<li>OPAC</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>200&nbsp;m2</li>
<li>54&nbsp;puestos de consulta</li>
<li>475&nbsp;m. de estanterias</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>2&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>6&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
<li>2 impresoras uso interno</li>
<li>Red Wi-Fi</li>
</ul>";1284222091993;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222091993/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222098732&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222098732;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Piedrahíta";"Biblioteca Pública Municipal de Piedrahita";"1193120404186";"Piedrahíta";;"<p><strong>Lunes a Viernes<br />
</strong>Ma&ntilde;anas de 12.00 a 14.00 horas<br />
Tardes de 16.00 a 20.00 horas</p>
<p><strong>Verano<br />
</strong>Ma&ntilde;anas de 10.00 a 14.00 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo Adultos e Infantil</li>
<li>Pr&eacute;stamo de audiovisuales</li>
<li>Lectura en Sala</li>
<li>Acceso a Internet</li>
<li>Wi-Fi</li>
<li>Club de Lectura</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros Adultos e Infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiovisuales Adultos e Infantil&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong></p>
<ul>
<li>220&nbsp;m2</li>
<li>40&nbsp;puestos de consulta</li>
<li>150&nbsp;m. de estanterias</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico</strong></p>
<ul>
<li>1&nbsp;ordenador uso interno (con acceso a Internet)</li>
<li>2&nbsp;ordenadores uso p&uacute;blico (con acceso a Internet)</li>
<li>2 impresoras</li>
<li>1 esc&aacute;ner</li>
</ul>";1284222101147;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222101147/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenDcha&amp;_herramienta_=true&amp;_cid_=1209382086912&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1209382086912;Tipo:Recurso)]</i></span>";"Biblioteca Municipal de Fresno El Viejo";"Biblioteca Pública Municipal de Fresno El Viejo";"1207834037276";"Fresno El Viejo";;"<p><strong>Lunes a Viernes:<br />
</strong>Ma&ntilde;anas: de 11:00 a 14:00 h.<br />
Tardes: de 17:00 a 21:00 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos aproximadamente de 3.300 vol&uacute;menes distribuidos en las secciones de adultos e infantil, 4 diarios y publicaciones peri&oacute;dicas. Existe tambi&eacute;n una peque&ntilde;a colecci&oacute;n de audiovisuales.<br />
&nbsp;<br />
<strong>Equipamiento:<br />
</strong>7 puestos de consulta; fotocopiadora, impresoras y tel&eacute;fono. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>Existen 8 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet. <br />
&nbsp;</p>";1284222336939;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222336939/DirectorioPadre";
;"Biblioteca Municipal de Mayorga de Campos";"Biblioteca Pública Municipal de Mayorga de Campos (Centro Cívico Modesto Lafuente)";"1193641886620";"Mayorga";;"<p><strong>Lunes a s&aacute;bado</strong>: de 10:00 a 13:30 h. y de 17:00 a 22:00 h. <br />
<strong>Domingo:</strong> de 10:00 a 13:30 h. y de 17:00 a 20:00 h.<br />
&nbsp;</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
<li>Cursos de inform&aacute;tica para adultos</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos de aproximadamente 4.000 vol&uacute;menes distribuidos en las secciones de adultos (unos 3.000) e infantil (unos 1.000), 20 t&iacute;tulos de revista y 3 diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (unos 400 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>20 puestos de consulta; fotocopiadora, tel&eacute;fono y fax. <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>Existen 2 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet y otro ordenador de uso bibliotecario. <br />
&nbsp;</p>";1284222346957;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222346957/DirectorioPadre";
;"Biblioteca Municipal de Medina de Rioseco";"Biblioteca Pública Municipal de Medina de Rioseco";"1193641895264";"Medina de Rioseco";;"<p><strong>Lunes a viernes:<br />
</strong>Ma&ntilde;anas:&nbsp;de&nbsp;10:30 a 13:30 h<br />
Tardes: de&nbsp;17:00&nbsp;a 21:00 h</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>";"<p><strong>Recursos:<br />
</strong>
<ul>
<li>Dispone de aproximadamente 24.000 vol&uacute;menes distribuidos en las secciones de adultos, infantil y juvenil, fondo local y fondo de Castilla y Le&oacute;n, 30 t&iacute;tulos de revista y 8 diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (unos 2.000 ejemplares). <br />
&nbsp;</li>
</ul>
<p><strong>Equipamiento:<br />
</strong></p>
<ul>
<li>Tiene&nbsp;350 m2 divididos en 3 plantas. Planta baja: secciones infantil, juvenil, adultos y sala de pr&eacute;stamo. Primer piso: sala de consulta con 84 puestos de lectura, hemeroteca, y sala de ordenadores. Segundo piso: sala de estudio.</li>
<li>Fax y tel&eacute;fono.</li>
</ul>
<p><br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong></p>
<ul>
<li>8 ordenadores: 6 para acceso p&uacute;blico con Internet en mesa de cabina individual, uno de ellos para consultas r&aacute;pidas, y 2 de uso interno de la biblioteca.</li>
<li>Scanner y 4 impresoras, una de ellas en color multifunci&oacute;n.</li>
</ul>
</p>";1284222357347;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222357347/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284222643886&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284222643886;Tipo:Recurso)]</i></span>";"Biblioteca de la Universidad Católica de Ávila";"Biblioteca de la Universidad Católica de Ávila";"1193727696464";"Ávila";;"<p><strong>Lunes a Viernes<br />
</strong>de&nbsp;9.00 a 20.00 horas<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo a domicilio</li>
<li>Pr&eacute;stamo Interbibliotecario</li>
<li>Consulta&nbsp;en Sala</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Acceso a bases de datos y publicaciones electr&oacute;nicas</li>
<li>Acceso a internet - Wi-Fi</li>
<li>Formaci&oacute;n de usuarios</li>
<li>Reprograf&iacute;a e impresi&oacute;n</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Libros (monograf&iacute;as y obras de consulta)</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos electr&oacute;nicos&nbsp;</li>
<li>Acceso a bases de&nbsp;datos&nbsp;</li>
</ul>";1284222590625;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222590625/DirectorioPadre";
;"Biblioteca Municipal de Villalón de Campos";"Biblioteca Pública Municipal de Villalón de Campos";"1193641924116";"Villalón de Campos";;"<p><strong>Lunes a viernes:</strong><br />
Tardes: de 16:30 a 20:30 h.<br />
&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
<li>Cursos de inform&aacute;tica para adultos <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:</strong></p>
<ul>
<li>Colecci&oacute;n de libros formada por casi 20.000 vol&uacute;menes distribuidos en las secciones de adultos (12.500) e infantil (7.000).</li>
<li>7 t&iacute;tulos de revista y 5 peri&oacute;dicos diarios.</li>
<li>Colecci&oacute;n de documentos audiovisuales y multimedia formada por 2.000 dvd's y 17 cd-rom.</li>
</ul>
<p><strong>Equipamiento:</strong></p>
<ul>
<li>48 puestos de consulta</li>
<li>Tel&eacute;fono y fax</li>
</ul>
<p><strong>Equipamiento inform&aacute;tico:</strong></p>
<ul>
<li>Est&aacute; integrado el Telecentro con 8 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet y otro ordenador de uso bibliotecario.</li>
<li>2 impresoras de uso p&uacute;blico y 1 de uso bibliotecario. 2 esc&aacute;neres de uso p&uacute;blico <br />
&nbsp;</li>
</ul>
<p>&nbsp;</p>";1284222858170;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284222858170/DirectorioPadre";
