Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Centro de Interpretación del Císter";"Bellas Artes e Histórico";;"Avda. Ángel de la Vega, s/n ? 49740 Granja de Moreruela (Zamora)";"Avda. Ángel de la Vega, s/n.";"49740";"Granja de Moreruela";"1179469371877";;"660518418";;;"centro@granjademoreruela.net";"http://www.granjademoreruela.net";"41.81101966832118#-5.737245082855225#94";"<p>Recoge informaci&oacute;n sobre la historia y los aspectos arquitect&oacute;nicos del Cister. Es un edificio de nueva construcci&oacute;n de formas geom&eacute;tricas y vol&uacute;menes c&uacute;bicos que quiere evocar la pureza volum&eacute;trica y de l&iacute;neas de la arquitectura cisterciense. <br />
Est&aacute; distribuido en una sala de recepci&oacute;n, un sal&oacute;n de actos y una cabina de proyecci&oacute;n de audiovisuales.<br />
La sala de exposiciones contiene paneles informativos con informaci&oacute;n recogida por toda Espa&ntilde;a sobre el C&iacute;ster, maquetas de arquitecturas cistercienses y hallazagos arqueol&oacute;gicos encontrados en el Monasterio de Santa Mar&iacute;a de Moreruela.</p>
<p>La exposici&oacute;n se organiza siguiendo varios contenidos:<br />
- El monacato antes del Cister.<br />
- El origen del Cister y sus fundadores.<br />
- La espiritualidad cisterciense de ayer y hoy.<br />
- La comunidad mon&aacute;stica: vida diaria.<br />
- La naturaleza.<br />
- La arquitectura: El monasterio del medievo.<br />
- El agua.<br />
- La alimentaci&oacute;n.<br />
- La tierra: econom&iacute;a y dominio mon&aacute;stico.<br />
- El Cister en Espa&ntilde;a.<br />
- Moreruela: Historia, monasterio y dominio.<br />
- Otras Ordenes.</p>";"Zamora";"1260887608635";1261041642472;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041642472/DirectorioPadre";
"Museo de Arqueología y Alfarería";;;"C/ Sillada, 8 ? 49167 Muelas del Pan (Zamora)";"C/ Sillada, 8.";"49167";"Muelas del Pan";"1179469401730";;"606 352609";"980 553234";;"info@ayto.muelasdelpan.com";"http://www.ma-am.es";"41.52292507202369#-5.974631309509277#100";;"Zamora";"1260887608635";1261041651119;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041651119/DirectorioPadre";
"Museo de San Nicolás";;;"Torre de la Iglesia de San Nicolás, Pza. San Nicolás, s/n ? 49630 Villalpando (Zamora)";"Torre de la Iglesia de San Nicolás, Pza. San Nicolás, s/n.";"49630";"Villalpando";"1179469484225";;"980 660272";;;"atosbu@gmail.com";;"41.86448735543197#-5.412054061889648#100";;"Zamora";"1260887608635";1261041683814;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041683814/DirectorioPadre";
"Museo Policial";"Destacan: recuerdos de policías españoles y extranjeros, de promociones de alumnos, de instituciones diversas; armas, instrumentos de técnica policial, uniformes, transmisiones y documentos.";;"Ctra. de Villacastín, s/n ? 05004 Ávila";"Ctra. de Villacastín, s/n.";"05004";"Ávila";"1179297192481";;"920 354200";"920 254389";;;"http://www.policia.es/museo/";"40.66394032319259#-4.668631553649902#88";;"Ávila";"1260887607822";1261038977346;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261038977346/DirectorioPadre";
"Museo del Juguete de Hojalata ? Casa de las Flores";;;"Casa de las Flores, Plaza Mayor, C/ Umbría, 2? 05480 Candeleda (Ávila)";"Casa de las Flores, Plaza Mayor, C/ Umbría, 2.";"05480";"Candeleda";"1179297203732";;"920 380032";;;"casadelasflores@valletietar.com";"http://www.valletietar.com/casadelasflores";"40.153637656352416#-5.240499973297119#94";;"Ávila";"1260887607822";1261039021226;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039021226/DirectorioPadre";
"Ecomuseo - Centro de Interpretación del Valle Amblés";;;"Ctra. de Salobralejo, 2 ? 05530 Muñogalindo (Ávila)";"Ctra. de Salobralejo, 2.";"05530";"Muñogalindo";"1179297234867";;"647 483500";;;;;"40.59965749579205#-4.901297092437744#100";;"Ávila";"1260887607822";1261039028292;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261039028292/DirectorioPadre";
"Museo Marceliano Santa María";;;"Antiguo Monasterio de San Juan, Plaza de San Juan, s/n ? 09004 Burgos";"Antiguo Monasterio de San Juan, Plaza de San Juan, s/n.";"09004";"Burgos";"1179297447246";;"947 205687";;;;;"42.34278107959976#-3.697843551635742#88";"<p>En este museo se encuentran expuestas las obras legadas por el pintor burgal&eacute;s Marceliano Santa Mar&iacute;a (1866-1953) entre las que cabe destacar &ldquo;El Triunfo de la Santa Cruz&rdquo;. Pintor de gran calidad y miembro de la Academia de Bellas Artes de San Fernando de Madrid, su pintura se caracteriza por la representaci&oacute;n de las mesetas castellanas y de los habitantes de sus tierras. Tambi&eacute;n trabaja temas de tipo religioso.</p>";"Burgos";"1260887607899";1261039703678;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039703678/DirectorioPadre";
"Museo Regional Militar";;;;"Palacío de Capitania - Plaza Alonso Martínez s/n";"09003";"Burgos";"1179297447246";;"947 478913";"947 478913";;"mmilbur@et.mde.es";;"42.34356217847812#-3.7005364894866943#94";;"Burgos";"1260887607899";1261039705315;20140813;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039705315/DirectorioPadre";
"Centro de Interpretación de la Villa";;;"C/ Audiencia, 6 bajo ? 09340 Lerma (Burgos)";"C/ Audiencia, 6 bajo.";"09340";"Lerma";"1182753783538";;"947 177002";;;;"http://www.citlerma.com";"42.02650321883254#-3.7568092346191406#94";;"Burgos";"1260887607899";1261039868198;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039868198/DirectorioPadre";
"Museo Monástico Medieval y Farmacia. Claustro Románico s. XI y XII";;;"Abadía de Santo Domingo de Silos, C/ Santo Domingo, 1 ? 09610 Santo Domingo de Silos (Burgos)";"Abadía de Santo Domingo de Silos, C/ Santo Domingo, 1.";"09610";"Santo Domingo de Silos";"1179297620427";;"947 390049";"947 390033";;"abadia@abadiadesilos.es";"http://www.abadiadesilos.es";"41.96231430242207#-3.4203314781188965#94";"<p>Para grupos se ruega concertar hora.</p>
<p>El claustro es una muestra &uacute;nica del arte rom&aacute;nico ss. XI y XIII, con excepcionales capiteles, relieves y artesonados.</p>
<p>Su museo tiene salas de arqueolog&iacute;a (piezas celtib&eacute;ricas y romanas), escultura (tallas de los ss. XI al XV) y pintura. Destacan sus muestras de orfebrer&iacute;a:&quot;Paloma Eucar&iacute;stica&quot;, &quot;Arqueta de los Esmaltes &quot;, &quot;C&aacute;liz de Santo Domingo&quot;, obras de los ss. XI al XIV.<br />
Importante biblioteca con documentos y c&oacute;dices de los siglos XI al XIV.<br />
Curioso &quot; botamen &quot;, colecci&oacute;n de tarros de su antigua botica y laboratorio.</p>";"Burgos";"1260887607899";1261039875030;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039875030/DirectorioPadre";
"Museo de Arte Contemporáneo Ángel Miguel de Arce López";;;"C/ Amadeo Rilova, 1 ? 09123 Sasamón (Burgos)";"C/ Amadeo Rilova, 1.";"09123";"Sasamón";"1179297623100";;"947 370012";;;"ayto@sasamon.org";"http://www.sasamon.org";"42.416946101163234#-4.041402339935303#94";"<p>Se trata de un caser&oacute;n antiguo que ha sido rehabilitado de forma vanguardista y en el que podemos encontrar 150 piezas de arte contempor&aacute;neo cedidas al pueblo por el padre escolapio &Aacute;ngel Miguel de Arce. Entre las obras se encuentran algunas muestras de pintores modernistas y contempor&aacute;neos como Benjam&iacute;n Palencia, Pr&oacute;spero Garc&iacute;a Gallardo, Isacio de la Fuente y&nbsp;Luis Porras, entre otros.</p>";"Burgos";"1260887607899";1261039877722;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039877722/DirectorioPadre";
"Museo Municipal de Villadiego";;;"C/ Vega, 19 ? 09120 Villadiego (Burgos)";"C/ Vega, 19.";"09120";"Villadiego";"1179297697343";;"947 361700";;;;"http://www.villadiego.com/ayuntamiento/museos.htm";"42.51623953517101#-4.008550643920898#94";"<p>Magn&iacute;fica exposici&oacute;n de pintura de los siglos XV al XVIII y obras de artistas de primer&iacute;sima l&iacute;nea del XIX y XX como Fortuny, Sorolla, Benlliure, Vicente L&oacute;pez, Casado de Alisal...<br />
Porcelanas y diversas piezas decorativas.</p>";"Burgos";"1260887607899";1261039882531;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039882531/DirectorioPadre";
"Museo Etnográfico Municipal";;;;"C/ Vega 3.";"09120";"Villadiego";"1179297697343";;"947 361639 / 361700";;;;;"42.515705#-4.0092797#88";"<p>Ubicado en la antigua Calle Juder&iacute;as.</p>
<p>Se muestran piezas de labores del campo, la casa; de diversos oficios artesanales, telares, vestidos, calzado; y reconstrucciones de la cocina y otras salas dom&eacute;sticas.</p>";"Burgos";"1260887607899";1284236153235;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236153235/DirectorioPadre";
"Museo Municipal de la Torre de San Juan";;;;"Plaza Mayor, s/n.";;"Oña";"1179297569099";;"947 300 001 (Oficina de Turismo)";;;;;"42.70447#-3.4533408#88";"<p>En la plaza del Ayuntamiento de la localidad de O&ntilde;a&nbsp;se ubica la Iglesia de San Juan Bautista, levantada entre los siglos XII al XVI. Junto a esta iglesia se alza la torre de San Juan, de titularidad municipal y restaurada por el Exc. Ayuntamiento. En ella se ha dispuesto el Museo de la Resina, que acoge en tres salas una muestra de paneles y piezas originales a trav&eacute;s de las cuales se intenta acercar al visitante las caracter&iacute;sticas del desaparecido oficio de resinero y la utilidad industrial de este producto. En la &uacute;ltima planta se dispone un mirador desde el que se observa una panor&aacute;mica de toda la Villa. Aparte del contenido la propia torre destaca por la restauraci&oacute;n realizada, ya que en todo momento se han respetado los elementos originarios y propios de la construcci&oacute;n.</p>";"Burgos";"1260887607899";1284236154915;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236154915/DirectorioPadre";
"Museo Municipal de Villadiego. Sección Paleontológica";;;;"Edificio Arco de la Cárcel, s/n.";"09120";"Villadiego";"1179297697343";;"947 361 700";;;;"http://www.villadiego.es/turismo-y-ocio/museos/seccion-paleontologica";"42.51669#-4.00712#88";"<p>En la Secci&oacute;n Paleontol&oacute;gica del Museo Municipal de Villadiego se encuentra expuesta una peque&ntilde;a colecci&oacute;n de f&oacute;siles, en su mayor parte procedente de la comarca de Villadiego. Algunos de los f&oacute;siles que se pueden ver pertenecen a la Era Primaria. Hay representado s f&oacute;siles marinos jur&aacute;sicos, f&oacute;siles cret&aacute;cicos y f&oacute;siles terciarios.</p>";"Burgos";"1260887607899";1284236167707;20130530;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236167707/DirectorioPadre";
"Museo de León";;"Director: Luis Grau Lobo";"-, Plaza de Santo Domingo, 8 ? 24002 León";"Plaza de Santo Domingo, 8.";"24002";"León";"1179297860755";;"987 236405";"987 221602";;;"http://www.museoscastillayleon.jcyl.es/museodeleon";"42.59836618839876#-5.572042465209961#94";;"León";"1260887607972";1261039888205;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039888205/DirectorioPadre";
"Museo de la Fauna Salvaje Fundación Doctor Romero Nieto";;;"Valdehuesa-Boñar ? 24854 Boñar (León)";"Valdehuesa-Boñar.";"24854";"Boñar";"1179297781780";;"987 735381";"987 735461";;"información@museodelafaunasalvaje.com";"http://www.museodelafaunasalvaje.com";"42.93590931180627#-5.327811241149902#88";;"León";"1260887607972";1261039919621;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039919621/DirectorioPadre";
"Museo Arqueológico de Cacabelos. MARCA";;;"C/ Las Angustias, 24 ? 24540 Cacabelos (León)";"C/ Las Angustias, 24.";"24540";"Cacabelos";"1179297794667";;"987 546993";"987 549275 (Ayuntamiento)";;"museoarqueologico@cacabelos.org";"http://www.cacabelos.org";"42.59925861894964#-6.730295419692993#94";;"León";"1260887607972";1261039922085;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039922085/DirectorioPadre";
"Museo de la Cultura Antigua";"Etnología y Antropología";;"Antigua Escuela de Niñas, C/ La Frontera, s/n ? 24688 Casares de Arbás (Villamanin).León";"Antigua Escuela de Niñas, C/ La Frontera, s/n.";"24688";"Villamanín";"1179298036558";;"987 698266";;;;;"42.938564161379865#-5.778164863586426#94";;"León";"1260887607972";1261039930442;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039930442/DirectorioPadre";
"Museo del Chocolate y Aula Temática de los Molinos de Agua";"Ciencia y Tecnología. Especializado";;"C/ Antonio Justel, s/n ? 24735 Castrocontrigo (León)";"C/ Antonio Justel, s/n.";"24735";"Castrocontrigo";"1179297815620";;"987 660081";"987 660186";;"turismo_castrocontrigo@hotmail.es";;"42.18622319083638#-6.187705993652344#94";;"León";"1260887607972";1261039936787;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261039936787/DirectorioPadre";
"Museo del Ferrocarril";;;"C/ Vía Nueva, 7 -24400 Ponferrada (León)";"C/ Vía Nueva, 7.";"24400";"Ponferrada";"1179297888504";;"987 405738";"987 405877";;"museoferrocarril@ponferrada.org";"http://www.museoferrocarril.ponferrada.org";"42.54759508189932#-6.603705883026123#94";"<p>divide en dos grandes secciones; por un lado, aparece expuesta la historia de la empresa Minero-Sider&uacute;rgica de Ponferrada, y por otro, se exhiben distintas m&aacute;quinas relacionadas con el mundo ferroviario.</p>
<p>Es importante se&ntilde;alar que posee una biblioteca especializada, accesible s&oacute;lo para investigadores, donde se puede encontrar informaci&oacute;n sobre Arqueolog&iacute;a Industrial, Miner&iacute;a e Historia del Ferrocarril.</p>
<p>Como dato curioso debemos mencionar la existencia de un simulador de conducci&oacute;n de locomotoras.</p>";"León";"1260887607972";1261040261804;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040261804/DirectorioPadre";
"Museo de la Radio Luis del Olmo";;;"C/ Gil y Carrasco, 7 -24400 Ponferrada (León)";"C/ Gil y Carrasco, 7.";"24400";"Ponferrada";"1179297888504";;"987 456262";"987 429203";;"museoradio@ponferrada.org";"http://www.museoradioponferrada.com";"42.54400651560637#-6.59254789352417#94";;"León";"1260887607972";1261040264093;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040264093/DirectorioPadre";
"Museo Etnográfico de Ponferrada";;;"Avda. Portugal, 359-C. 24400 Ponferrada. (León)";"Avda. Portugal, 359-C.";"24400";"Ponferrada";"1179297888504";;"987 426900";"987 426900";;"casarural@caminomedulas.com";"http://www.caminomedulas.com/museo.htm";"42.54498667313236#-6.616730690002441#88";;"León";"1260887607972";1261040279000;20130502;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040279000/DirectorioPadre";
"Museo de la Siderurgia y la Minería de Castilla y León";;;"Plaza de San Blas, 1 -24810 Sabero (León)";"Plaza de San Blas, 1.";"24810";"Sabero";"1179297922360";;"987 718357";"987 718341";;"museosiderurgiamineriacyl@msmcyl.org";"http://www.museosm.com";"42.837992780849284#-5.153317451477051#88";"<p>Ubicado en el edificio de la Ferrer&iacute;a de San Blas, su desarrollo comprende distintas fases que configurar&aacute;n un gran complejo museogr&aacute;fico. Las instalaciones actuales se articulan en dos espacios principales, el &aacute;rea de exposici&oacute;n permanente en la nave, y los espacios musealizados de las antiguas Farmacia y Fonda minera situados en los respectivos enclaves originales de los soportales. Junto a ellos se sit&uacute;an las &aacute;reas destinadas a la gesti&oacute;n interna del centro y a las labores de investigaci&oacute;n.</p>";"León";"1260887607972";1261040279845;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261040279845/DirectorioPadre";
"Museo de la Arrería Maragata Ventura Alonso";;;"C/ Astorga s/n, -24732 Santiago Millas (León)";"C/ Astorga, s/n.";"24732";"Santiago Millas";"1179297949929";;"987 630275";"987 630275";;"info@aytosantiagomillas.es";;"42.38159430832567#-6.105136871337891#88";;"León";"1260887607972";1261040284668;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040284668/DirectorioPadre";
"Museo del Monasterio Cisterciense de Gradefes";;"Convento de Religiosas Cisterciences";;"San Bernardo, 54.";"24160";"Gradefes";"1179297845863";;"987 333 011";;;;;"42.62389#-5.2273693#88";"<p>Servicio de gu&iacute;as: las hermanas son las encargadas de las visitas.<br />
&nbsp;</p>";"León";"1260887607972";1284236150928;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236150928/DirectorioPadre";
