Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido
Biblioteca de la Diputación Provincial de Palencia;"Biblioteca ""Tello Téllez de Meneses"" de la Diputación Provincial de Palencia";María Pilar Rodríguez González;Palacio Provincial. C/ Burgos, nº 1. 34071 Palencia;Palacio Provincial. C/ Burgos, nº 1;34071;Palencia;1,18E+12;;979 715 100 (ext.252);;;biblioteca@dip-palencia.es;http://www.dip-palencia.es/diputacion/dipPalencia/contenido?pag=/contenidos/menu/laDiputacion/biblioteca/biblioteca&idActivo=259&vE=Mtematicas;42.009788440940454#-4.531205892562866#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195423453530/DirectorioPadre
Biblioteca Pública Municipal de Carbajosa de la Sagrada;;Elena Mateos Romo;;Plaza del Ayuntamiento, s/n;37188;Carbajosa de la Sagrada;1,18E+12;;923 208 906. ( Ext. 26 );;923 208 235;biblioteca@carbajosadelasagrada.es;;40.89534867453229#-5.6490325927734375#71;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801302496/DirectorioPadre
Biblioteca Pública Municipal de Tamames;;Mª del Carmen Mellado Sánchez;;Av. de Salamanca, s/n;37600;Tamames;1,18E+12;;923 449 005;;923 449 001;info@tamames.net;;40.65664800729097#-6.105179786682129#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801341377/DirectorioPadre
Biblioteca Pública Municipal Centro Cultural Miraltormes de Salamanca;;;;Calle Lugo s/n;37003;Salamanca;1,18E+12;;923 183 690;;;;http://bibliotecas.aytosalamanca.es/;40.965868028385856#-5.648517608642578#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035240825/DirectorioPadre
Biblioteca Pública Municipal de Cantalejo;;Miguel Ángel Gómez San Miguel;C/ Ferial, 5. 40320 Cantalejo;C/ Ferial, 5;40320;Cantalejo;1,18E+12;;921 521 199;;;cantalejo@siacajasegovia.com;;41.25703304999224#-3.926839828491211#88;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670298/DirectorioPadre
Biblioteca Pública Municipal de San Cristóbal de Segovia;;Fuencisla Gallego Martínez;Plaza de la Constitucion s/n (Centro de Usos Múltiples);Plaza de la Constitucion s/n (Centro de Usos Múltiples);40197;San Cristóbal de Segovia;1,18E+12;;921 407 025;;;bibliotecasancris@hotmail.es;http://www.bibliotecasancristobal.blogspot.com;40.95259668778015#-4.079371690750122#100;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671639/DirectorioPadre
Biblioteca de Caja Rural. Fuentepelayo;;Natividad Navares Arribas;C/ Jardín, 15. 40260 Fuentepelayo;C/ Jardín, 15;40260;Fuentepelayo;1,18E+12;;;;;nati.cega@cajarural.com;;41.2237786081515#-4.175469875335693#94;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191996715279/DirectorioPadre
Biblioteca de la Academia de Artillería de Segovia;;Coronel Director de la Biblioteca;C/ San Francisco, 25;C/ San Francisco, 25;40001;Segovia;1,18E+12;;921 413 824;;;biblioacart@terra.es;http://www.ejercito.mde.es/unidades/Madrid/ihycm/Bibliotecas/biblioteca-artilleria.html;40.9468433241215#-4.117641448974609#88;;Segovia;1,28E+12;1,21E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1207036119606/DirectorioPadre
Biblioteca de la Diputación Provincial de Segovia;;;C/ San Agustín, 23. 40071 Segovia;C/ San Agustín, 23;40071;Segovia;1,18E+12;;921 113 300;;;tecnicom-biblio@dipsegovia.es;;40.949801101856956#-4.117941856384277#100;;Segovia;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1207036148078/DirectorioPadre
Biblioteca Pública Municipal de La Losa;;Gemma Manzanas García;Plza. Los pobos, nº 3. 40420 La Losa (Segovia);Plza. Los pobos, nº 3;40420;Losa (La);1,18E+12;;;;;biblio.ayto@gmail.com, biblioteca.2009@lalosa.es;http://www.lalosa.es/biblioteca.php;40.853349891712305#-4.163614511489868#100;;Segovia;1,28E+12;1,25E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1253081469376/DirectorioPadre
Biblioteca Pública Municipal de Navalmanzano;;Ester Quintana Fuentetaja;Plza. Mayor, nº2. 40280 Navalmanzano;Plaza Mayor, nº 2;40280;Navalmanzano;1,18E+12;;921 575 002;;;bibliotecanavalmanzano@hotmail.com;;41.214966008384096#-4.256536960601807#94;;Segovia;1,28E+12;1,26E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1255645050446/DirectorioPadre
Biblioteca Pública Municipal de Ólvega;;Gloria Artiga Martín;C/ Doctor Salcedo, 36. 42110 Ólvega;C/ Doctor Salcedo, 36;42110;Olvega;1,18E+12;;976 196 302;;;bpm.olvega@gmail.com;;41.780296925093204#-1.984480619430542#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1192514268757/DirectorioPadre
Biblioteca Pública Municipal de El Burgo de Osma;;Jesús Carmelo Gómez Martínez;C/ Plaza Mayor, 4. 42300 El Burgo de Osma;C/ Plaza Mayor, 4;42300;Burgo de Osma-Ciudad de Osma;1,18E+12;;975 341 185;;;bibliotecaburgodeosma@hotmail.com;;41.58696119476241#-3.06718111038208#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246992549/DirectorioPadre
Biblioteca Pública Municipal de Covaleda;;Amaya Martínez Rioja;C/ San Quirico y Santa Julita, 12. 42157 Covaleda;C/ San Quirico y Santa Julita, 12;42157;Covaleda;1,18E+12;;975 370 577;;;bpmcovaleda@gmail.com;;41.93602203194316#-2.8837716579437256#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247009985/DirectorioPadre
Biblioteca Pública Municipal de Navaleno;;Sonia Alonso Borobio;C/ Carretas, 4. 42149 Navaleno;C/ Carretas, 4;42149;Navaleno;1,18E+12;;;;;bpm.navaleno@gmail.com;;41.83721154717521#-3.004589080810547#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247043618/DirectorioPadre
Biblioteca del Centro Asociado de la UNED en Soria;Biblioteca del Centro Asociado de la UNED en Soria;Lorena Chicote;C/ Teatro, 17. 42002 Soria;C/ Teatro, 17;42002;Soria;1,18E+12;;975 224 411;;;;;41.76243721462606#-2.464005947113037#100;;Soria;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200492198857/DirectorioPadre
Biblioteca Pública de Soria;;;;C/ Nicolás Rabal, 25;42003;Soria;1,18E+12;;975 221 800;;975 229 170;bpsoria@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla66y33/1284212879671/_/_/_;41.76215711684424#-2.4744129180908203#112;;Soria;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270495359/DirectorioPadre
Biblioteca Pública Municipal de Laguna de Duero;;Regina Velasco Vázquez;;Avda. de la Estación, 3;47140;Laguna de Duero;1,18E+12;;983 543 173, 983 540 058 Ext. 412;;;biblioteca@lagunadeduero.org;;41.581456068066785#-4.715666770935059#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641881518/DirectorioPadre
Biblioteca Pública Municipal de Montemayor de Pililla;;Mª del Ángel Sanz Muñoz;;C/ Ermita, 12;47320;Montemayor de Pililla;1,18E+12;;983 694 426;983 694 426;;biblioteca.montemayor@dip-valladolid.es;;41.50954141331665#-4.454398155212402#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641917772/DirectorioPadre
Punto de Préstamo Barrio de Puente Duero. Valladolid;;;Centro Municipal. C/ Real, 105. 47152 Valladolid;Centro Municipal. C/ Real, 105;47152;Valladolid;1,18E+12;;983 415 133;;;;;41.55461386147782#-4.7917985916137695#94;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287460002/DirectorioPadre
Biblioteca Pública Municipal de Zaratán;;Álvaro Castañeda;;C/ Trasiglesia, s/n;47610;Zaratán;1,18E+12;;983 388 840;;;biblioteca@zaratan.es;;41.661#-4.7840705#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1203344709583/DirectorioPadre
Biblioteca Pública Municipal de Boecillo;;Mª Paz del Pozo Díez;;C/ Germán y Gamazo Calvo, 22;47151;Boecillo;1,18E+12;;983 552 680;;;biblioteca@boecillo.es;;41.54067463434672#-4.699487686157227#88;;Valladolid;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284141236691/DirectorioPadre
Biblioteca Pública Municipal de Toro;"Biblioteca Pública Municipal ""Manuel González Allende"" de Toro";Alberto Vaquero Cuadrado;C/ Corredera, 18. 49800 Toro (Zamora);C/ Corredera, 18;49800;Toro;1,18E+12;;980 690 108 (Btca.), 980 108 100 (Ayto.);;980 108 102 (Ayto.), 980 693 058 (Btca.);ccultura@hotmail.com;;41.523551610074875#-5.3925275802612305#88;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1192600777118/DirectorioPadre
"Biblioteca Pública Municipal ""San José Obrero""";"Biblioteca Pública Municipal ""San José Obrero"" de Zamora";Rufina Velázquez de Francisco;Avda. de Galicia, 32. 49024 Zamora;Avda. de Galicia, 32;49024;Zamora;1,18E+12;;980 510 432;;980 520 101;biblioteca@bibliotecazamora.es;http://www.bibliotecazamora.com/;41.51246581031522#-5.752115249633789#88;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1192600779485/DirectorioPadre
Biblioteca Pública Municipal de Villalpando;Biblioteca Pública Municipal de Villalpando;Diego Vicente Pernía;;C/ Olivo, s/n;49630;Villalpando;1,18E+12;;980 660 923 (Btca.), 980 660 006 (Ayto.);;980 660 436 (Ayto.);BPM.VPAND@gmail.com;;41.86537424327902#-5.414586067199707#82;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203343840254/DirectorioPadre
Biblioteca Pública de Zamora;;;;Plaza Claudio Moyano, s/n;49001;Zamora;1,18E+12;;980 531 551, 980 533 450;;980 516 032;bpzamora@jcyl.es;http://www.bibliotecas.jcyl.es/;41.50179594349566#-5.748199224472046#100;;Zamora;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270443616/DirectorioPadre
Biblioteca Pública Municipal de El Barco de Ávila;;María Luisa García Marcos;C/ Mayor, 33 05600 El Barco de Ávila;C/ Mayor, 33;5600;Barco de Ávila (El);1,18E+12;;920 341 206;;;bibliotecabarco@aytobarcodeavila.com;http://biblioteca.aytobarcodeavila.com/, http://www.anobii.com/bibliotecabarco, http://www.facebook.com/BIBLIOTECAMUNICIPALELBARCODEAVILA;40.35732859477767#-5.524835586547852#100;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514462412/DirectorioPadre
Biblioteca Pública Municipal de Ávila;"Biblioteca ""José Jiménez Lozano""";Francisco Javier Jiménez Martín;Avenida de la Inmaculada, 15. 05005 Ávila;Avenida de la Inmaculada, 15;5005;Ávila;1,18E+12;;920 354 000 Ext. 810/811;;;bjlozano@ayuntavila.com;http://www.avila.es/areas-destacadas/bibliotecas-municipales;40.66130346169036#-4.686098098754883#94;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193641946247/DirectorioPadre
Biblioteca Auxiliar del Museo de Ávila;;Concepción Dávila Cabrera;Plaza Nalvillos, 3. 05001 Ávila;Plaza Nalvillos, 3;5001;Ávila;1,18E+12;;920 211 003;;920 253 701;museo.avila@jcyl.es;http://www.museoscastillayleon.jcyl.es/museodeavila;40.65618814145474#-4.695737957954407#106;;Ávila;1,28E+12;1,25E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1249241581789/DirectorioPadre
Biblioteca de la Escuela Politécnica Superior de Ávila;;Consuelo Martín García;Avenida Hornos Caleros, 50. 05003 Ávila;Avenida Hornos Caleros, 50;5003;Ávila;1,18E+12;;920 353 500 Ext. 3764;;920 353 501;bipa@usal.es;http://bibliotecas.usal.es/?q=biblioteca/escuela-politecnica-superior-de-avila;40.65134104416439#-4.678652286529541#100;;Ávila;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284222644749/DirectorioPadre
Biblioteca Pública Municipal de Espinosa de los Monteros;;Almudena Ortíz Ruiz-Canales;;C/ El Pedrero, 6;9560;Espinosa de los Monteros;1,18E+12;;947 143 842;;;bibliotecaespinosa@hotmail.com;;43.07942083303978#-3.5512447357177734#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193292153486/DirectorioPadre
Biblioteca Pública Municipal de Medina de Pomar;;María José Relloso Villoria;;C/ Mayor, 67;9500;Medina de Pomar;1,18E+12;;947 191 265;;;bibliomed@terra.com;http://www.medinadepomar.org/?cat=casa-cultura;42.934086981947964#-3.307785987854004#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193292153902/DirectorioPadre
Biblioteca Pública Municipal Maria Teresa León de Burgos;;Juan Carlos Pérez Manrique;;Plaza Sierra Nevada, s/n;9007;Burgos;1,18E+12;;947 481 428;;;biblioteca@aytoburgos.es;http://www.aytoburgos.es/biblioteca;42.356831446447515#-3.6678457260131836#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193471127543/DirectorioPadre
Biblioteca de la Cámara de Comercio e Industria de Burgos;;Ángel Ortega;;C/ San Carlos, 1;9003;Burgos;1,18E+12;;947 201 844;;;aortega@camaraburgos.com;;42.34278107959976#-3.701019287109375#88;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202287004147/DirectorioPadre
Biblioteca Pública Municipal de Trobajo del Camino;Biblioteca Pública Municipal de Trobajo del Camino;Ricardo Gutiérrez García;C/ Eduardo González Pastrana, 21-23. 24010 Trobajo del Camino (León);C/ Eduardo González Pastrana, 21-23;24010;León;1,18E+12;;987 801 711;;;bibltrobajo@ole.com;;42.59483582899059#-5.608348846435547#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505238957/DirectorioPadre
Biblioteca Pública Municipal de Páramo del Sil;Biblioteca Pública Municipal de Páramo del Sil;María Elena Alonso Fernández;Camino Matalavilla s/n. 24470 Páramo del Sil (León);Camino Matalavilla s/n;24470;Páramo del Sil;1,18E+12;;987 526 043;987 526 098;;;;42.82028897355764#-6.4881885051727295#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505264160/DirectorioPadre
Biblioteca Pública Municipal de Toral de los Vados;Biblioteca Pública Municipal de Toral de los Vados;Pilar Amigo Rodríguez;Plaza de la Estación, s/n. 24560 Toral de los Vados (León);Plaza de la Estación, s/n;24560;Villadecanes;1,18E+12;;987 544 773, 987 545 041 (Ayto.);;;bib_toral@yahoo.es;;42.54095528157172#-6.778607368469238#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937146358/DirectorioPadre
Biblioteca Pública Municipal de Tremor de Arriba;Biblioteca Pública Municipal de Tremor de Arriba;Javier Campazas;Plaza de Palombar, s/n. 24377 Tremor de Arriba (León);Plaza de Palombar, s/n;24377;Igüeña;1,18E+12;;987 530 067;;;centroaguzo@terra.es;;42.72897496381056#-6.211502552032471#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937230457/DirectorioPadre
Biblioteca Pública Municipal El Parque;Biblioteca Pública Municipal El Parque;;Avda. José Aguado / Parque de los Reyes, s/n. 24005 León;Avda. José Aguado / Parque de los Reyes, s/n;24005;León;1,18E+12;;987 253 368, 987 276 998 (Ayto.);;;educacion.mcc@aytoleon.com;;42.58904623850518#-5.5652618408203125#88;;León;1,28E+12;1,21E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1213708660636/DirectorioPadre
Biblioteca Pública Municipal de Paredes de Nava;;Teresa Marcos Cardeñosa;C/ Santa María, s/n. 34300 Paredes de Nava;C/ Santa María, s/n;34300;Paredes de Nava;1,18E+12;;;;;;;42.15374826445906#-4.6921706199646#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196658899/DirectorioPadre
Centro de Estudios y Documentación del Camino de Santiago-Biblioteca Jacobea de Carrión de los Condes;;Ángel Luis Barreda Ferrer;Real Monasterio de San Zoilo. 34120 Carrión de los Condes;Real Monasterio de San Zoilo;34120;Carrión de los Condes;1,18E+12;;979 880 902;;;ingo@bibliotecajacobea.org;http://www.bibliotecajacobea.org;42.34005310485494#-4.610041379928589#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195423475956/DirectorioPadre
Biblioteca Auxiliar del Archivo Histórico Provincial de Palencia;;Susana Tomé Fernández;C/ Niños de Coro, nº 4. 34005 Palencia;C/ Niños de Coro, nº 4;34005;Palencia;1,18E+12;;979 746 533;;;tomfersu@jcyl.es;;42.013144502274336#-4.535551071166992#88;;Palencia;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284141865704/DirectorioPadre
Biblioteca de Caja Círculo;;;Avda. cardenal Cisneros, nº 26. 34004 Palencia;Avda. Cardenal Cisneros, nº 26;34001;Palencia;1,18E+12;;;;;;http://www.cajacirculo.com/es/detalle.php?PA_ID=454&O_ID=39&E_ID=3&P_ID=79#;42.00507690168743#-4.52387809753418#94;;Palencia;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284225172404/DirectorioPadre
Biblioteca Pública de Palencia;;;;C/ Eduardo Dato, 4;34005;Palencia;1,18E+12;;979 751 100;;979 751 121;bppalencia@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla66y33/1284212879564/_/_/_;42.013399587581205#-4.534783959388733#106;;Palencia;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236223917/DirectorioPadre
Biblioteca Pública Municipal de Alaraz;;Paloma Atochero Salinero;C/ Pedraza, 2. 37312 Alaraz ( Salamanca );C/ Pedraza, 2;37312;Alaraz;1,18E+12;;923 550 302;;;;;40.74852493834032#-5.289316177368164#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195628588338/DirectorioPadre
Biblioteca Pública Municipal de Ciudad Rodrigo;;Rosa Mª Pereña Velasco;; Plaza del Conde, n 2. Apartado de Correos 59;37500;Ciudad Rodrigo;1,18E+12;;923 461 862;;923 461 862;biblioteca@aytociudadrodrigo.es;;40.59912799465232#-6.533818244934082#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686967916/DirectorioPadre
Biblioteca Pública Municipal de La Fuente de San Esteban;;Clemente Marcos Martín;;Pza de España, s/n;37200;Fuente de San Esteban (La);1,18E+12;;923 440 045;;923 440 220;afuentese@laley-actualidad.es;;40.801595647680344#-6.258516311645508#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195686969921/DirectorioPadre
Biblioteca Pública Municipal de Valdefuentes de Sangusín;;Mª Belén Sánchez Sánchez;;Plaza de la Iglesia, 8;37680;Valdefuentes de Sangusín;1,18E+12;;923 413 819;;923 413 819;;;40.46640893172652#-5.831937789916992#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195687070234/DirectorioPadre
Biblioteca Pública Municipal de Villamayor;;Manuel Hernández Leal;;C/ Escuelas menores, s/n;37185;Villamayor;1,18E+12;;923 305 671;;923 286 438;biblioteca@villamayor.es;;40.99658118535363#-5.6946516036987305#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1195801348078/DirectorioPadre
Biblioteca Pública Municipal de Vitigudino;;Raquel Bernal Villoria;;C/ Aire, 15;37210;Vitigudino;1,18E+12;;923 501 367;;923 501 367;pijvitigudino@wanadoo.es;;41.01144665710554#-6.431035995483398#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801357595/DirectorioPadre
Biblioteca Pública Municipal de Sepúlveda;;Jesús Hernanz Lobo;C/ Comunidad de Villa y Tierra, 2. 40300 Sepúlveda;C/ Comunidad de Villa y Tierra, 2;40300;Sepúlveda;1,18E+12;;921 540 485;;;bibliotecadesepulveda@gmail.com;;41.29786395920916#-3.7501144409179687#88;;Segovia;1,28E+12;1,28E+12;20140314;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284168947081/DirectorioPadre
Biblioteca Pública Municipal de San Leonardo de Yagüe;;Mª Carmen Lozano Blasco;C/ Plaza de Don Juan Yagüe Blanco, 1. 42140 San Leonardo de Yagüe;C/ Plaza de Don Juan Yagüe Blanco, 1;42140;San Leonardo de Yagüe;1,18E+12;;;;;bpm.sanleonardo@gmail.com;;41.82954537556443#-3.0680716037750244#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247063973/DirectorioPadre
Biblioteca Pública Municipal de Santa María de Huerta;;;C/ Santa Magdalena Sofía, s/n. 42260 Santa María de Huerta;C/ Santa Magdalena Sofía, s/n;42260;Santa María de Huerta;1,18E+12;;;;;;;41.26288833880909#-2.1775996685028076#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247093740/DirectorioPadre
Biblioteca de la Universidad de Valladolid. Campus de Soria;Biblioteca de la Universidad de Valladolid. Campus de Soria;Carmen Sánchez Martínez;Campus Duques de Soria, s/n. 42005 Soria;Campus Duques de Soria, s/n;42005;Soria;1,18E+12;;975 129 210;;;;;41.75255302474376#-2.469820976257324#88;;Soria;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200492258995/DirectorioPadre
Biblioteca Pública Municipal de Alaejos;;Isabel Martín Sánchez;;C/ Jardines, s/n;47510;Alaejos;1,18E+12;;983 817 548;;;biblioteca.alaejos@gmail.com;;41.304763342629556#-5.220694541931152#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641818401/DirectorioPadre
Biblioteca Pública Municipal de Olmedo;;Araceli Sanz Molpeceres;Real Chancillería. Plaza Mayor, 12. Entrada por C/ Carnicerías. 47410 Olmedo (Valladolid);Real Chancillería. Plaza Mayor, 12. Entrada por C/ Carnicerías;47410;Olmedo;1,18E+12;;983 623 065;;;biblioteca.olmedo@dip-valladolid.es;;41.28860990195915#-4.686784744262695#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641919079/DirectorioPadre
Biblioteca Pública Municipal de La Cistérniga;;Elisa Martín Rodríguez;;Avda. Yeseras, s/n;47193;Cistérniga;1,18E+12;;983 404 958;;;biblioteca@lacisterniga.es;;41.61226589760172#-4.681334495544434#88;;Valladolid;1,28E+12;1,26E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1261041522719/DirectorioPadre
