INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140722980,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,27-08-2014,CENTRAL,"ARREST, BOOKED",POWELL ST / GEARY ST,POINT(-122.408231026261 37.7873594949856)
146156375,NON CRIMINAL,LOST PROPERTY,08-08-2014,MISSION,NONE,MISSION ST / 18TH ST,POINT(-122.419360352761 37.7618358012673)
140759159,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,09-09-2014,MISSION,"ARREST, BOOKED",SAN BRUNO AV / ALAMEDA ST,POINT(-122.405828840501 37.7684749113002)
140644964,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",03-08-2014,BAYVIEW,"ARREST, CITED",600.0 Block of TEXAS ST,POINT(-122.395179030293 37.7581515738705)
140782473,LARCENY THEFT,PETTY THEFT WITH PRIOR,16-09-2014,CENTRAL,"ARREST, BOOKED",POST ST / POWELL ST,POINT(-122.408403859899 37.7882933915455)
140825067,LARCENY THEFT,PETTY THEFT FROM A BUILDING,04-09-2014,RICHMOND,NONE,400.0 Block of 25TH AV,POINT(-122.484798323373 37.7815764803811)
146191785,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,19-09-2014,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,POINT(-122.465838183623 37.7724965522563)
140702465,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",21-08-2014,INGLESIDE,NONE,100.0 Block of CHILTON AV,POINT(-122.436857584737 37.733311889704)
140683326,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,14-08-2014,BAYVIEW,NONE,BAY SHORE BL / SILVER AV,POINT(-122.404658361435 37.7329487043489)
140759795,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",07-09-2014,CENTRAL,NONE,700.0 Block of SANSOME ST,POINT(-122.401939113054 37.7968151274994)
140660017,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,08-08-2014,CENTRAL,NONE,GREENWICH ST / LEAVENWORTH ST,POINT(-122.417800615246 37.8012683839737)
146180584,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,16-08-2014,SOUTHERN,NONE,0.0 Block of DORE ST,POINT(-122.440300106415 37.7631854299072)
140692082,VEHICLE THEFT,STOLEN AUTOMOBILE,16-08-2014,BAYVIEW,NONE,400.0 Block of GOETTINGEN ST,POINT(-122.406221626169 37.7263737909325)
140799252,EXTORTION,EXTORTION,08-09-2014,NORTHERN,NONE,600.0 Block of MARINA BL,POINT(-122.445579631526 37.8052645443967)
140792927,NON CRIMINAL,FOUND PROPERTY,20-09-2014,NORTHERN,NONE,1200.0 Block of EDDY ST,POINT(-122.4280161528 37.7820113637409)
146180114,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,03-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140817127,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,27-09-2014,NORTHERN,NONE,FILLMORE ST / GOLDEN GATE AV,POINT(-122.431952436364 37.7795647498959)
140659913,VEHICLE THEFT,STOLEN AUTOMOBILE,07-08-2014,INGLESIDE,NONE,ALPHA ST / RAYMOND AV,POINT(-122.405236014313 37.7125791074969)
140668607,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",08-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140755141,VEHICLE THEFT,STOLEN AUTOMOBILE,04-09-2014,INGLESIDE,NONE,27TH ST / CASTRO ST,POINT(-122.433628339318 37.7464971984429)
140779709,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,16-09-2014,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,POINT(-122.419671780296 37.7650501214965)
140663544,MISSING PERSON,FOUND PERSON,08-08-2014,SOUTHERN,LOCATED,200.0 Block of INTERSTATE80 HY,POINT(-122.370740926948 37.8170463264521)
140736759,DRUG NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,01-09-2014,NORTHERN,"ARREST, BOOKED",HAYES ST / POLK ST,POINT(-122.418045452768 37.7775118895991)
140744611,MISSING PERSON,MISSING ADULT,30-08-2014,CENTRAL,LOCATED,700.0 Block of BROADWAY ST,POINT(-122.410003952104 37.7973416538176)
140825330,MISSING PERSON,FOUND PERSON,30-09-2014,RICHMOND,NONE,1700.0 Block of BAKER ST,POINT(-122.443461690538 37.7868819675394)
140775951,ASSAULT,BATTERY,14-09-2014,BAYVIEW,NONE,3RD ST / KEY AV,POINT(-122.396954396252 37.7194784624034)
146176511,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-08-2014,INGLESIDE,NONE,0.0 Block of COLLEGE AV,POINT(-122.427727689734 37.7347555150753)
140736555,OTHER OFFENSES,PROBATION VIOLATION,01-09-2014,TENDERLOIN,"ARREST, BOOKED",400.0 Block of ELLIS ST,POINT(-122.41280221215 37.7848295095709)
146192476,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,17-09-2014,PARK,NONE,GEARY BL / DIVISADERO ST,POINT(-122.439480772242 37.7833088101143)
140685106,FRAUD,"CREDIT CARD, THEFT BY USE OF",15-08-2014,NORTHERN,NONE,EDDY ST / FRANKLIN ST,POINT(-122.422467251653 37.7826837259093)
146200110,LARCENY THEFT,GRAND THEFT OF PROPERTY,19-09-2014,TENDERLOIN,NONE,300.0 Block of OFARRELL ST,POINT(-122.410225059558 37.7861020865471)
140794371,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,21-09-2014,BAYVIEW,"ARREST, BOOKED",100.0 Block of THORNTON AV,POINT(-122.393292557514 37.7309160364971)
140825493,NON CRIMINAL,AIDED CASE,30-09-2014,RICHMOND,PSYCHOPATHIC CASE,300.0 Block of 30TH AV,POINT(-122.490280739358 37.7830593436872)
140812337,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,26-09-2014,BAYVIEW,"ARREST, CITED",200.0 Block of WESTPOINT RD,POINT(-122.379406781944 37.7352131864429)
146202473,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,CENTRAL,NONE,900.0 Block of CHESTNUT ST,POINT(-122.418717648474 37.8030968732276)
146159078,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,09-08-2014,NORTHERN,NONE,1600.0 Block of WEBSTER ST,POINT(-122.431330842259 37.7853921777712)
140676309,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",13-08-2014,CENTRAL,NONE,600.0 Block of PACIFIC AV,POINT(-122.406091324703 37.7968845971556)
140813620,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",26-09-2014,MISSION,NONE,1900.0 Block of MISSION ST,POINT(-122.419723596144 37.7660491657485)
146192153,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,18-09-2014,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,POINT(-122.433843066298 37.7889062434082)
140712555,OTHER OFFENSES,RESISTING ARREST,24-08-2014,CENTRAL,"ARREST, BOOKED",500.0 Block of POST ST,POINT(-122.410091218555 37.7881124316198)
140797905,WARRANTS,WARRANT ARREST,21-09-2014,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,POINT(-122.443311949602 37.7704697548836)
140661504,MISSING PERSON,FOUND PERSON,08-08-2014,MISSION,LOCATED,900.0 Block of POTRERO AV,POINT(-122.406662657485 37.7568815847358)
146206629,LARCENY THEFT,PETTY THEFT OF PROPERTY,30-09-2014,TENDERLOIN,NONE,GEARY ST / STOCKTON ST,POINT(-122.406592269796 37.7875673013351)
146185302,LARCENY THEFT,PETTY THEFT OF PROPERTY,09-09-2014,TARAVAL,NONE,0.0 Block of CASTELO AV,POINT(-122.474455889683 37.7173869971562)
146187063,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-09-2014,NORTHERN,NONE,GEARY BL / LAGUNA ST,POINT(-122.427991151911 37.7849531241909)
140738250,NON CRIMINAL,"AIDED CASE, INJURED PERSON",02-09-2014,RICHMOND,NONE,TURK ST / ROSELYN TR,POINT(-122.449766534063 37.7782770877777)
140667198,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,09-08-2014,BAYVIEW,NONE,SOMERSET ST / WOOLSEY ST,POINT(-122.406553945297 37.724193795869)
140691028,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,17-08-2014,NORTHERN,NONE,TURK ST / POLK ST,POINT(-122.418996371999 37.7821689138588)
140773159,ASSAULT,THREATS AGAINST LIFE,13-09-2014,INGLESIDE,"ARREST, BOOKED",400.0 Block of EDINBURGH ST,POINT(-122.431069256181 37.7224082266926)
140799575,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",21-09-2014,INGLESIDE,NONE,500.0 Block of ARGONAUT AV,POINT(-122.414598822952 37.7091379054171)
140817650,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",28-09-2014,SOUTHERN,NONE,100.0 Block of HENRYADAMS ST,POINT(-122.403832917524 37.7685748887085)
140697270,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,20-08-2014,TENDERLOIN,NONE,OFARRELL ST / HYDE ST,POINT(-122.416261836834 37.7853750846672)
140758640,MISSING PERSON,MISSING ADULT,09-09-2014,NORTHERN,NONE,2300.0 Block of BUCHANAN ST,POINT(-122.431017067169 37.7914164793258)
140664746,TRESPASS,TRESPASSING,09-08-2014,RICHMOND,JUVENILE CITED,25TH AV / LINCOLN WY,POINT(-122.483685636264 37.7651576309641)
140786629,ASSAULT,BATTERY,18-09-2014,TENDERLOIN,"ARREST, CITED",0.0 Block of JONES ST,POINT(-122.412121608136 37.7813786419025)
140790222,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,18-09-2014,INGLESIDE,"ARREST, BOOKED",300.0 Block of SILVER AV,POINT(-122.429881324885 37.7286528478722)
140658824,OTHER OFFENSES,RESISTING ARREST,08-08-2014,SOUTHERN,"ARREST, BOOKED",1300.0 Block of MISSION ST,POINT(-122.415837893791 37.7753770103586)
140753026,MISSING PERSON,FOUND PERSON,06-09-2014,PARK,LOCATED,400.0 Block of CARL ST,POINT(-122.457709924441 37.7648438187981)
140737224,TRESPASS,TRESPASSING,02-09-2014,CENTRAL,"ARREST, BOOKED",1100.0 Block of COLUMBUS AV,POINT(-122.41618442013 37.8044312273575)
146191694,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,07-09-2014,PARK,NONE,2600.0 Block of GEARY BL,POINT(-122.447204009307 37.7823643134787)
140778767,LARCENY THEFT,GRAND THEFT BICYCLE,01-09-2014,RICHMOND,NONE,100.0 Block of 7TH AV,POINT(-122.465704391721 37.7852611327439)
140731577,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-08-2014,SOUTHERN,"ARREST, CITED",HARRISON ST / 7TH ST,POINT(-122.406300138733 37.7755131130233)
140753894,MISSING PERSON,MISSING JUVENILE,07-09-2014,MISSION,NONE,900.0 Block of POTRERO AV,POINT(-122.406662657485 37.7568815847358)
140661247,NON CRIMINAL,FOUND PROPERTY,08-08-2014,PARK,NONE,MARTIN LUTHER KING JR DR / KEZAR DR,POINT(-122.458638758608 37.7671999403752)
140664100,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,09-08-2014,MISSION,"ARREST, BOOKED",MARKET ST / DUBOCE AV,POINT(-122.426312365708 37.7696033128393)
140755840,TRESPASS,TRESPASSING,08-09-2014,MISSION,"ARREST, BOOKED",1000.0 Block of POTRERO AV,POINT(-122.406656623063 37.7568256145719)
146198123,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,26-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140728405,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",29-08-2014,TARAVAL,"ARREST, CITED",1300.0 Block of OCEAN AV,POINT(-122.456823707929 37.7240637075214)
140816709,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",27-09-2014,NORTHERN,"ARREST, CITED",SUTTER ST / FILLMORE ST,POINT(-122.433274677957 37.7860862387578)
140720815,LARCENY THEFT,GRAND THEFT BICYCLE,27-08-2014,INGLESIDE,NONE,0.0 Block of PHELAN AV,POINT(-122.452301905725 37.7242916762262)
140813846,ASSAULT,INFLICT INJURY ON COHABITEE,26-09-2014,TARAVAL,"ARREST, BOOKED",100.0 Block of DEMONTFORT AV,POINT(-122.459475908401 37.7237602396439)
140724760,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",28-08-2014,CENTRAL,"ARREST, BOOKED",700.0 Block of SANSOME ST,POINT(-122.4017323578 37.79670012996)
140745794,NON CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",04-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140735466,ASSAULT,BATTERY,01-09-2014,SOUTHERN,NONE,1000.0 Block of MARKET ST,POINT(-122.411682997078 37.7811844262766)
140670232,OTHER OFFENSES,RECKLESS DRIVING,11-08-2014,BAYVIEW,"ARREST, CITED",1600.0 Block of QUESADA AV,POINT(-122.389603240129 37.7323313742737)
140748992,ASSAULT,BATTERY,04-09-2014,CENTRAL,NONE,1300.0 Block of STOCKTON ST,POINT(-122.408584094822 37.7976459200825)
140768962,NON CRIMINAL,AIDED CASE,12-09-2014,INGLESIDE,NONE,SAN JOSE AV / ONEIDA AV,POINT(-122.444943499896 37.7226927058683)
140664536,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,09-08-2014,SOUTHERN,"ARREST, BOOKED",200.0 Block of 8TH ST,POINT(-122.410442517831 37.7753381398853)
140678941,VEHICLE THEFT,STOLEN AUTOMOBILE,14-08-2014,SOUTHERN,NONE,VERMONT ST / 16TH ST,POINT(-122.404625868234 37.7659589563884)
146157276,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,05-08-2014,SOUTHERN,NONE,HARRISON ST / 11TH ST,POINT(-122.41248326348 37.7706305911072)
146193145,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,20-09-2014,NORTHERN,NONE,LARKIN ST / LOMBARD ST,POINT(-122.42126135848 37.8017586868305)
140771896,WARRANTS,WARRANT ARREST,13-09-2014,CENTRAL,"ARREST, BOOKED",200.0 Block of GEARY ST,POINT(-122.407434204569 37.7874944447786)
140796349,ASSAULT,THREATS AGAINST LIFE,21-09-2014,SOUTHERN,NONE,6TH ST / MINNA ST,POINT(-122.408162953857 37.7805345385575)
140719181,DRUG NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,26-08-2014,NORTHERN,"ARREST, BOOKED",1800.0 Block of BUSH ST,POINT(-122.428200041641 37.7876578596613)
140743992,WARRANTS,WARRANT ARREST,04-09-2014,MISSION,"ARREST, BOOKED",900.0 Block of POTRERO AV,POINT(-122.406680511215 37.756174172567)
140798088,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,21-09-2014,NORTHERN,NONE,GEARY BL / LAGUNA ST,POINT(-122.427991151911 37.7849531241909)
140822217,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",29-09-2014,BAYVIEW,NONE,1500.0 Block of REVERE AV,POINT(-122.388753662196 37.7307322756587)
140645019,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,03-08-2014,PARK,"ARREST, CITED",1900.0 Block of PAGE ST,POINT(-122.452437719593 37.7702286685475)
146165843,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140700845,LARCENY THEFT,PETTY THEFT FROM A BUILDING,21-08-2014,MISSION,NONE,2000.0 Block of MISSION ST,POINT(-122.419611937919 37.7648679921522)
140792256,MISSING PERSON,FOUND PERSON,19-09-2014,SOUTHERN,LOCATED,0.0 Block of SUMNER ST,POINT(-122.410971690857 37.7765001821045)
140806045,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",22-09-2014,MISSION,NONE,2200.0 Block of MISSION ST,POINT(-122.419363979503 37.7614286103703)
146184940,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,10-09-2014,CENTRAL,NONE,GRANT AV / POST ST,POINT(-122.405222821755 37.7886936920426)
140752943,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,07-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140742596,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,29-08-2014,TARAVAL,NONE,1600.0 Block of 38TH AV,POINT(-122.486302469317 37.7570354919723)
140718785,NON CRIMINAL,LOST PROPERTY,18-08-2014,TARAVAL,NONE,100.0 Block of JUANBAUTISTA CR,POINT(-122.477203415533 37.7175582763637)
140654220,NON CRIMINAL,"AIDED CASE, DOG BITE",06-08-2014,BAYVIEW,NONE,200.0 Block of WILLIAMS AV,POINT(-122.397408700897 37.7299085070201)
140697399,MISSING PERSON,FOUND PERSON,20-08-2014,CENTRAL,LOCATED,0.0 Block of THE EMBARCADERONORTH ST,POINT(-122.394514630094 37.7955062342484)
140792052,DRUG NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,20-09-2014,MISSION,NONE,16TH ST / POTRERO AV,POINT(-122.407538332319 37.7657827544572)
140784281,LARCENY THEFT,GRAND THEFT PICKPOCKET,15-09-2014,SOUTHERN,NONE,700.0 Block of MARKET ST,POINT(-122.40578398369 37.7857357700212)
140722203,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,27-08-2014,MISSION,NONE,GUERRERO ST / 17TH ST,POINT(-122.423962124277 37.763167199498)
140787467,ROBBERY,"ROBBERY, BODILY FORCE",18-09-2014,INGLESIDE,"ARREST, BOOKED",0.0 Block of PHELAN AV,POINT(-122.452301905725 37.7242916762262)
140738432,LARCENY THEFT,GRAND THEFT PICKPOCKET,31-08-2014,SOUTHERN,NONE,300.0 Block of 11TH ST,POINT(-122.412843427871 37.7709657259945)
146175795,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,29-08-2014,SOUTHERN,NONE,HARRISON ST / SPEAR ST,POINT(-122.389432577161 37.788837905642)
140804340,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,23-09-2014,NORTHERN,"ARREST, BOOKED",1300.0 Block of LAGUNA ST,POINT(-122.427677664154 37.7832165244081)
140759820,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",09-09-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140766364,OTHER OFFENSES,RESISTING ARREST,11-09-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140727388,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",29-08-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140726067,VEHICLE THEFT,STOLEN AUTOMOBILE,29-08-2014,INGLESIDE,"ARREST, BOOKED",2100.0 Block of BAY SHORE BL,POINT(-122.400863292095 37.7130569311745)
140732042,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,31-08-2014,SOUTHERN,NONE,0.0 Block of 6TH ST,POINT(-122.40911634669 37.7812466093035)
140645398,WEAPON LAWS,CARRYING A CONCEALED WEAPON,03-08-2014,NORTHERN,NONE,LARKIN ST / HAYES ST,POINT(-122.416293820935 37.7774936777647)
146188889,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,07-09-2014,CENTRAL,NONE,SACRAMENTO ST / GRANT AV,POINT(-122.406132263854 37.793378939067)
140739004,DRUG NARCOTIC,POSSESSION OF COCAINE,02-09-2014,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,POINT(-122.415508242782 37.7816542806372)
140659264,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",08-08-2014,PARK,"ARREST, CITED",MASONIC AV / OAK ST,POINT(-122.445717668922 37.7720809772689)
140682782,ROBBERY,"ROBBERY, BODILY FORCE",15-08-2014,NORTHERN,NONE,1500.0 Block of FILLMORE ST,POINT(-122.432875036944 37.7839324295591)
140810381,ASSAULT,BATTERY,24-09-2014,MISSION,NONE,2100.0 Block of MISSION ST,POINT(-122.419392258283 37.7626023777346)
140757664,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,08-09-2014,MISSION,NONE,2900.0 Block of MISSION ST,POINT(-122.418232863152 37.7504916493214)
140695989,VEHICLE THEFT,STOLEN AUTOMOBILE,18-08-2014,INGLESIDE,NONE,HARKNESS AV / SPARTA ST,POINT(-122.403751940349 37.7175475850951)
146165586,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-08-2014,CENTRAL,NONE,KEARNY ST / BAY ST,POINT(-122.407149304657 37.8064267317086)
140745891,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",04-09-2014,NORTHERN,"ARREST, BOOKED",PAGE ST / STEINER ST,POINT(-122.432282489277 37.7728293793314)
140667182,WARRANTS,WARRANT ARREST,10-08-2014,MISSION,"ARREST, BOOKED",2200.0 Block of MARKET ST,POINT(-122.43153432549 37.7655018544049)
140672266,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",11-08-2014,MISSION,"ARREST, BOOKED",3100.0 Block of 16TH ST,POINT(-122.422842436297 37.7648924398121)
140768702,VEHICLE THEFT,STOLEN TRUCK,08-09-2014,INGLESIDE,NONE,500.0 Block of HOLLYPARK CR,POINT(-122.42019947394 37.7360362568107)
140748027,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,05-09-2014,NORTHERN,NONE,100.0 Block of GROVE ST,POINT(-122.419131765525 37.7783255676326)
140753543,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",07-09-2014,SOUTHERN,PSYCHOPATHIC CASE,0.0 Block of 6TH ST,POINT(-122.409411314242 37.781575626809)
140752410,NON CRIMINAL,LOST PROPERTY,06-09-2014,CENTRAL,NONE,300.0 Block of SUTTER ST,POINT(-122.405789156551 37.7895477711542)
140736135,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,01-09-2014,SOUTHERN,NONE,MARKET ST / JONES ST,POINT(-122.411979487494 37.7809039697055)
140822320,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",17-09-2014,TENDERLOIN,"ARREST, BOOKED",100.0 Block of OFARRELL ST,POINT(-122.407567826112 37.7865024401487)
140755044,ASSAULT,BATTERY,07-09-2014,CENTRAL,"ARREST, CITED",JACKSON ST / ROSS AL,POINT(-122.407323089534 37.7959417679894)
140651163,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,05-08-2014,TENDERLOIN,NONE,200.0 Block of POWELL ST,POINT(-122.408084995445 37.7864183874438)
140687033,WEAPON LAWS,POSS OF PROHIBITED WEAPON,16-08-2014,MISSION,"ARREST, BOOKED",22ND ST / CAPP ST,POINT(-122.417660640341 37.7555043420325)
146184564,LARCENY THEFT,PETTY THEFT OF PROPERTY,08-09-2014,SOUTHERN,NONE,4TH ST / TOWNSEND ST,POINT(-122.394985875925 37.777090953432)
140793248,VEHICLE THEFT,STOLEN AUTOMOBILE,19-09-2014,INGLESIDE,NONE,500.0 Block of PRECITA AV,POINT(-122.410328916516 37.7474260281244)
140822847,ASSAULT,INFLICT INJURY ON COHABITEE,29-09-2014,MISSION,"ARREST, BOOKED",1300.0 Block of NATOMA ST,POINT(-122.418482120681 37.768021218187)
140654747,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,06-08-2014,TENDERLOIN,"ARREST, BOOKED",400.0 Block of EDDY ST,POINT(-122.415560707029 37.7835232334488)
146189279,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-09-2014,SOUTHERN,NONE,0.0 Block of HARRISON ST,POINT(-122.388470269884 37.7895377949446)
140778767,LARCENY THEFT,GRAND THEFT FROM A BUILDING,01-09-2014,RICHMOND,NONE,100.0 Block of 7TH AV,POINT(-122.465704391721 37.7852611327439)
140682196,OTHER OFFENSES,PROBATION VIOLATION,10-08-2014,MISSION,"ARREST, BOOKED",HARRISON ST / ALAMEDA ST,POINT(-122.413343513435 37.7680235434652)
140755016,LARCENY THEFT,GRAND THEFT PICKPOCKET,07-09-2014,CENTRAL,NONE,COLUMBUS AV / STOCKTON ST,POINT(-122.409017007613 37.799488071793)
146160291,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,12-08-2014,RICHMOND,NONE,1000.0 Block of POINTLOBOS AV,POINT(-122.512538760234 37.7772029583892)
140666792,LARCENY THEFT,PETTY THEFT FROM A BUILDING,10-08-2014,TENDERLOIN,"ARREST, BOOKED",0.0 Block of STOCKTON ST,POINT(-122.405878455822 37.7857422667796)
146192915,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-09-2014,SOUTHERN,NONE,HARRISON ST / SPEAR ST,POINT(-122.389432577161 37.788837905642)
140795727,OTHER OFFENSES,ABORTION,21-09-2014,BAYVIEW,"ARREST, BOOKED",0.0 Block of NORTHRIDGE RD,POINT(-122.375183401679 37.7304743296283)
146169481,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,21-08-2014,NORTHERN,NONE,PIERCE ST / CHESTNUT ST,POINT(-122.439504944797 37.800402493391)
140791377,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",19-09-2014,SOUTHERN,PSYCHOPATHIC CASE,500.0 Block of MARKET ST,POINT(-122.401248741379 37.7892109964288)
146195511,LARCENY THEFT,PETTY THEFT OF PROPERTY,18-09-2014,SOUTHERN,NONE,1200.0 Block of HOWARD ST,POINT(-122.413169604522 37.7750347913555)
146200176,LARCENY THEFT,GRAND THEFT OF PROPERTY,19-09-2014,TENDERLOIN,NONE,100.0 Block of POWELL ST,POINT(-122.40790750612 37.7859650296762)
140678731,DRUG NARCOTIC,POSSESSION OF COCAINE,13-08-2014,INGLESIDE,"ARREST, BOOKED",100.0 Block of EUGENIA AV,POINT(-122.421001710395 37.7416403912691)
140645075,FORGERY COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",02-08-2014,TARAVAL,UNFOUNDED,500.0 Block of BUCKINGHAM WY,POINT(-122.475972208701 37.7301515976684)
140688047,"SEX OFFENSES, NON FORCIBLE",UNLAWFUL SEXUAL INTERCOURSE,07-08-2014,TENDERLOIN,NONE,500.0 Block of LEAVENWORTH ST,POINT(-122.414648625344 37.7859357653174)
140783578,WARRANTS,WARRANT ARREST,17-09-2014,PARK,"ARREST, BOOKED",DUBOCE AV / SCOTT ST,POINT(-122.434895339697 37.7691138798281)
140822994,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",30-09-2014,PARK,PSYCHOPATHIC CASE,1800.0 Block of WALLER ST,POINT(-122.454877622403 37.7681470009609)
140758189,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,08-09-2014,TENDERLOIN,"ARREST, BOOKED",0.0 Block of JONES ST,POINT(-122.412121608136 37.7813786419025)
140778654,VEHICLE THEFT,STOLEN TRUCK,14-09-2014,INGLESIDE,NONE,100.0 Block of ROUSSEAU ST,POINT(-122.429612854788 37.7310353323691)
140713020,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",25-08-2014,BAYVIEW,"ARREST, CITED",3RD ST / EGBERT AV,POINT(-122.3949284758 37.7239748241905)
